A2M_ACVR1B
A2M_CFTR
A2M_CRLF1
A2M_KDR
A2M_LDLR
A2M_LPAR2
A2M_LRP1
A2M_RPSA
A2M_SCARB2
A2M_TYRO3
ADAM12_ITGA3
ADAM12_ITGA7
ADAM12_ITGA9
ADAM12_MC1R
ADAM12_TGFBR2
ADAM15_CDH1
ADAM15_GABRA6
ADAM15_ITGA2B
ADAM15_ITGA9
ADAM15_ITGB3
ADAM23_DLG4
ADAM23_ITGB3
ADCYAP1_ADCYAP1R1
ADCYAP1_ADORA2A
ADCYAP1_ADORA2B
ADCYAP1_ADRB3
ADCYAP1_AR
ADCYAP1_CALCR
ADCYAP1_CALCRL
ADCYAP1_CASR
ADCYAP1_CHRM1
ADCYAP1_CHRM3
ADCYAP1_CRHR1
ADCYAP1_CRHR2
ADCYAP1_CXCR2
ADCYAP1_DRD5
ADCYAP1_EPHB2
ADCYAP1_F2RL1
ADCYAP1_FSHR
ADCYAP1_GABBR1
ADCYAP1_GABBR2
ADCYAP1_GHRHR
ADCYAP1_GIPR
ADCYAP1_GLP1R
ADCYAP1_GLP2R
ADCYAP1_GPBAR1
ADCYAP1_GPR150
ADCYAP1_GPR27
ADCYAP1_GPR84
ADCYAP1_HRH1
ADCYAP1_HRH2
ADCYAP1_HRH3
ADCYAP1_HTR4
ADCYAP1_HTR6
ADCYAP1_HTR7
ADCYAP1_ITGA2
ADCYAP1_LHCGR
ADCYAP1_MARCO
ADCYAP1_MC1R
ADCYAP1_MC2R
ADCYAP1_MC3R
ADCYAP1_MC4R
ADCYAP1_MC5R
ADCYAP1_MYLK
ADCYAP1_NRXN1
ADCYAP1_NTRK1
ADCYAP1_NTRK2
ADCYAP1_OXTR
ADCYAP1_PGR
ADCYAP1_PTGDR
ADCYAP1_PTGER2
ADCYAP1_PTGIR
ADCYAP1_RAMP1
ADCYAP1_TAAR1
ADCYAP1_TRPV1
ADCYAP1_VIPR1
ADM_ADCYAP1R1
ADM_ADORA1
ADM_ADORA2A
ADM_ADORA2B
ADM_ADRB3
ADM_AR
ADM_CALCR
ADM_CALCRL
ADM_CHRM1
ADM_CHRM3
ADM_CRHR1
ADM_CRHR2
ADM_DRD5
ADM_FAS
ADM_FLT1
ADM_FSHR
ADM_GHRHR
ADM_GIPR
ADM_GLP1R
ADM_GLP2R
ADM_GPBAR1
ADM_GPC4
ADM_GPR150
ADM_GPR27
ADM_GPR84
ADM_HRH2
ADM_HTR1A
ADM_HTR4
ADM_HTR6
ADM_HTR7
ADM_LHCGR
ADM_MC1R
ADM_MC2R
ADM_MC3R
ADM_MC4R
ADM_MC5R
ADM_MRGPRX2
ADM_NPR1
ADM_OXTR
ADM_PGR
ADM_PTGDR
ADM_PTGER2
ADM_PTGIR
ADM_RAMP1
ADM_TAAR1
ADM_TSKU
ADM_VIPR1
ADM2_ADCYAP1R1
ADM2_ADORA2A
ADM2_ADORA2B
ADM2_ADRB3
ADM2_CALCR
ADM2_CALCRL
ADM2_CRHR1
ADM2_CRHR2
ADM2_DRD5
ADM2_FSHR
ADM2_GHRHR
ADM2_GIPR
ADM2_GLP1R
ADM2_GLP2R
ADM2_GPBAR1
ADM2_GPR150
ADM2_GPR27
ADM2_GPR84
ADM2_HRH2
ADM2_HTR4
ADM2_HTR6
ADM2_HTR7
ADM2_LHCGR
ADM2_MC1R
ADM2_MC2R
ADM2_MC3R
ADM2_MC4R
ADM2_MC5R
ADM2_PTGDR
ADM2_PTGER2
ADM2_PTGIR
ADM2_RAMP1
ADM2_RHO
ADM2_TAAR1
ADM2_VIPR1
AGRN_DAG1
AGRN_GPC4
