NR2B1_NR2B1 
GPC4_TF 
CALU_TF 
EGFR_TF 
A2M_TF 
C3_TF 
LDLR_TF 
CFB_TF 
ITGB5_TF 
EL52_TF 
LOX_TF 
VTN_TF 
APOC3_TF 
A2M_NAN
EGFR_NAN
FN1_NAN
TFRC_HPX 
ANXA1_HPX 
ITGAV_HPX 
ITGB1_HPX 
KRT1_HPX 
GPC4_HPX 
CALU_HPX 
C3_HPX 
A2M_HPX 
VTN_HPX 
EL52_HPX 
ANXA2_HPX 
EL52_MMP1 
FN1_MMP1 
APOA2_ALDOA 
APOA1_ALDOA 
ANXA1_ALDOA 
ALDOA_ALDOA 
KRT1_ALDOA 
ITGAV_ALDOA 
CTSD_ALDOA 
ITGB1_ALDOA 
HEL111_ALDOA 
SERPINA1_ALDOA 
APOC3_ALDOA 
CD36_ALDOA 
APOC1_ALDOA 
A2M_ALDOA 
C3_ALDOA 
LAMA5_ALDOA 
EGFR_ALDOA 
CRTAP_ALDOA 
ANXA2_ALDOA 
ITGA5_ALDOA 
CLU_ALDOA 
CLU_ANXA1 
ITGA5_ANXA1 
ANXA2_ANXA1 
CTSL_ANXA1 
PLXNB2_ANXA1 
A2M_ANXA1 
C3_ANXA1 
CFB_ANXA1 
APOC1_ANXA1 
APOC3_ANXA1 
SERPINA1_ANXA1 
HEL111_ANXA1 
NR3C1_ANXA1 
MIF_ANXA1 
ITGB5_ANXA1 
ITGB1_ANXA1 
ITGB1_ANXA1 
P4HB_ANXA1 
CTSD_ANXA1 
ITGAV_ANXA1 
GSN_ANXA1 
KRT1_ANXA1 
ITGB2_ANXA1 
ANXA1_ANXA1 
TF_ANXA1 
ALB_ANXA1 
APOA1_ANXA1 
APOE_ANXA1 
APOA1_APOB 
EL52_APOB 
C3_APOB 
EL52_HRG 
VTN_HRG 
FGA_HRG 
ITGB1_HRG 
ITGA5_HRG 
ITGA5_KRT1 
ANXA5_KRT1 
LGALS1_KRT1 
ELANE_KRT1 
ANXA2_KRT1 
PSAP_KRT1 
CTSL_KRT1 
CLU_KRT1 
IGF2R_KRT1 
LAMC1_KRT1 
ITGA4_KRT1 
PKM_KRT1 
HSP90B1_KRT1 
CALR_KRT1 
CD44_KRT1 
BSG_KRT1 
ITGB1_KRT1 
S100A8_KRT1 
KRT1_KRT1 
CTSD_KRT1 
P4HB_KRT1 
ITGB1_KRT1 
PIGR_KRT1 
VTN_KRT1 
LOX_KRT1 
ESR1_KRT1 
A2M_KRT1 
LDLR_KRT1 
LAMA5_KRT1 
PLXNB2_KRT1 
CALU_KRT1 
GPC4_KRT1 
CRTAP_KRT1 
EGFR_VWF 
ITGB1_ERBB2 
ITGB1_ERBB2
ITGB1_APP 
EGFR_APP 
CALU_APP 
C3_APP 
C3_ITGB3 
LAMA5_ITGB3 
EL52_ITGB3 
ITGB5_ITGB3 
ITGB3_ITGB3 
ITGAV_ITGB3 
ALB_ITGB3 
ALB_ITGB2 
ANXA1_ITGB2 
ITGAV_ITGB2 
ITGB1_ITGB2 
ITGB3_ITGB2 
ITGB5_ITGB2 
EL52_ITGB2 
APOC1_ITGB2 
VTN_ITGB2 
APOC1_S100A8 
CALU_S100A8 
ITGB1_S100A8 
ITGAV_S100A8 
P4HB_S100A8 
APOA1_S100A8 
CLU_S100A8 
ANXA2_S100A8 
C3_F13B 
KRT1_ALPP 
ITGB3_ICAM1 
ITGB1_ICAM1 
ITGAV_SERPIND1 
ITGB1_SERPIND1 
C3_SERPIND1 
A2M_SERPIND1 
CALU_SERPIND1 
EGFR_SERPIND1 
EL52_SERPIND1 
ANXA2_SERPIND1 
ANXA2_ITGB1 
PSAP_ITGB1 
ITGA5_ITGB1 
LAMC1_ITGB1 
CLU_ITGB1 
IGF2R_ITGB1 
HSP90B1_ITGB1 
NR3C1_ITGB1 
TSPAN4_ITGB1 
APOC1_ITGB1 
VTN_ITGB1 
HEL111_ITGB1 
EGFR_ITGB1 
GPC4_ITGB1 
CFB_ITGB1 
TGFB1_ITGB1 
C3_ITGB1 
ITGB1_ITGB1 
GSN_ITGB1 
ITGAV_ITGB1 
CTSD_ITGB1 
ITGB1_ITGB1 
ITGB2_ITGB1 
ERBB2_ITGB1 
APP_ITGB1 
APOA1_ITGB1 
APOA2_ITGB1 
FN1_ITGB1
APOE_ITGB1
PIGR_ITGB1
TGFB1_ITGB1
APOA1_ITGB1
ANXA1_ITGB1
ALDOA_ITGB1
ALB_ITGB1
TFRC_ITGB1
KRT1_ITGB1
S100A8_ITGB1
ITGB1_ITGB1
ANXA2_ITGB1
ITGAV_ITGB1
ITGB1_ITGB1
C3_ITGB1
A2M_ITGB1
CRTAP_ITGB1
PNP_ITGB1
EGFR_ITGB1
GPC4_ITGB1
CALU_ITGB1
LAMA5_ITGB1
PLXNB2_ITGB1
SERPINA1_ITGB1
VTN_ITGB1
ADAM17_ITGB1
APOC1_ITGB1
CD36_ITGB1
MIF_ITGB1
EL52_ITGB1
CCN1_ITGB1
HEL111_INSR 
ITGB1_INSR 
ITGB1_GSN 
ITGB1_GSN 
ITGAV_GSN 
GSN_GSN 
CTSD_GSN 
S100A8_GSN 
ITGB3_GSN 
ITGB2_GSN 
ERBB2_GSN 
APP_GSN 
TFRC_GSN 
ALDOA_GSN 
TF_GSN 
ANXA1_GSN 
PIGR_GSN 
APOE_GSN 
SERPINA1_GSN 
VTN_GSN 
CD36_GSN 
ITGB5_GSN 
EL52_GSN 
PLXNB2_GSN 
LAMA5_GSN 
CALU_GSN 
CRTAP_GSN 
A2M_GSN 
C3_GSN 
LDLR_GSN 
PLG_GSN 
HP_GSN 
HSP90B1_GSN 
PKM_GSN 
IGF2R_GSN 
LAMC1_GSN 
ITGA4_GSN 
CLU_GSN 
ITGA5_GSN 
PSAP_GSN 
ANXA2_GSN 
CTSL_GSN 
BSG_GSN 
EL52_S100A9 
EL52_ITGAV 
NR3C1_ITGAV 
HEL111_ITGAV 
APOC3_ITGAV 
APOC1_ITGAV 
HP_ITGAV 
F2_ITGAV 
PLG_ITGAV 
CFB_ITGAV 
LDLR_ITGAV 
C3_ITGAV 
CALU_ITGAV 
GPC4_ITGAV 
NRP1_ITGAV 
APOE_ITGAV 
APOA1_ITGAV 
FGA_ITGAV 
APOB_ITGAV 
TF_ITGAV 
AHSG_ITGAV 
ALB_ITGAV 
ERBB2_ITGAV 
S100A8_ITGAV 
ITGB2_ITGAV 
ANXA2_ITGAV 
CTSD_ITGAV 
ITGAV_ITGAV 
GSN_ITGAV 
ITGB1_ITGAV 
FBN1_ITGAV 
HSP90AA1_ITGAV 
CTSL_ITGAV 
THBS1_ITGAV 
LAMB1_ITGAV 
GUSB_ITGAV 
PSAP_ITGAV 
ITGA5_ITGAV 
MET_ITGAV 
CFH_ITGAV 
LAMC1_ITGAV 
CLU_ITGAV 
ITGA4_ITGAV 
IGF2R_ITGAV 
CD44_ITGAV 
ITGB4_ITGAV 
VTN_TGFB1 
VTN_P4HB 
HEL111_P4HB 
APOC1_P4HB 
CD36_P4HB 
ITGB5_P4HB 
PLXNB2_P4HB 
LAMA5_P4HB 
GPC4_P4HB 
CRTAP_P4HB 
EGFR_P4HB 
C3_P4HB 
A2M_P4HB 
CFB_P4HB 
GSN_P4HB 
ITGB1_P4HB 
ITGAV_P4HB 
CTSD_P4HB 
P4HB_P4HB 
ITGB2_P4HB 
KRT1_P4HB 
ALB_P4HB 
TF_P4HB 
FGA_P4HB 
FN1_P4HB 
APOA1_P4HB 
APOE_P4HB 
PIGR_P4HB 
PKM_P4HB 
CLU_P4HB 
ITGA5_P4HB 
RPSA_P4HB 
CTSL_P4HB 
VCP_P4HB 
BSG_KLK3 
CTSL_KLK3 
ELANE_KLK3 
ITGA5_KLK3 
CLU_KLK3 
ITGA4_KLK3 
CD44_KLK3 
CALR_KLK3 
ALDOA_KLK3 
ANXA1_KLK3 
TFRC_KLK3 
ITGB3_KLK3 
S100A8_KLK3 
CTSD_KLK3 
ITGAV_KLK3 
ITGB1_KLK3 
C3_KLK3 
EGFR_KLK3 
EL52_KLK3 
NR3C1_KLK3 
VTN_KLK3 
VTN_CTSD 
APOC3_CTSD 
APOC1_CTSD 
HEL111_CTSD 
ITGB5_CTSD 
EGFR_CTSD 
CALU_CTSD 
C3_CTSD 
CFB_CTSD 
PLG_CTSD 
ITGB1_CTSD 
CTSD_CTSD 
ITGB3_CTSD 
ALB_CTSD 
AHSG_CTSD 
ANXA1_CTSD 
APOA1_CTSD 
FN1_CTSD 
APOA2_CTSD 
FGA_CTSD 
CALR_CTSD 
HSP90B1_CTSD 
IGF2R_CTSD 
CLU_CTSD 
LAMC1_CTSD 
ITGA5_CTSD 
LGALS1_CTSD 
ELANE_CTSD 
PSAP_CTSD 
ANXA2_CTSD 
PSAP_ANXA2 
CTSL_ANXA2 
GUSB_ANXA2 
HSP90AA1_ANXA2 
RPSA_ANXA2 
ANXA5_ANXA2 
LGALS1_ANXA2 
ITGA5_ANXA2 
MMP2_ANXA2 
LAMC1_ANXA2 
CLU_ANXA2 
ITGA4_ANXA2 
PKM_ANXA2 
HSP90B1_ANXA2 
MMP9_ANXA2 
CALR_ANXA2 
M6PR_ANXA2 
ATP1B3_ANXA2 
FGA_ANXA2 
AHSG_ANXA2 
APOA1_ANXA2 
LTF_ANXA2 
PPBP_ANXA2 
SERPIND1_ANXA2 
ITGB3_ANXA2 
ITGB2_ANXA2 
ANXA2_ANXA2 
ITGB1_ANXA2 
PLAU_ANXA2 
CFB_ANXA2 
A2M_ANXA2 
C3_ANXA2 
LDLR_ANXA2 
PLXNB2_ANXA2 
F2_ANXA2 
CRTAP_ANXA2 
ITGB5_ANXA2 
NR3C1_ANXA2 
NR3C4_ANXA2 
ESR1_ANXA2 
APOC1_ANXA2 
HLA-A_ANXA2 
APOC3_ANXA2 
CD36_ANXA2 
VTN_ANXA2 
SERPINA1_ANXA2 
HEL111_PSAP 
VTN_PSAP 
APOC1_PSAP 
ESR1_PSAP 
ITGB5_PSAP 
EGFR_PSAP 
C3_PSAP 
CFB_PSAP 
PLG_PSAP 
ITGB1_PSAP 
ITGB2_PSAP 
KRT1_PSAP 
AHSG_PSAP 
ALB_PSAP 
ALDOA_PSAP 
ANXA1_PSAP 
APOE_PSAP 
APOA1_PSAP 
FN1_PSAP 
CLU_PSAP 
ITGA4_PSAP 
ITGA5_PSAP 
ITGA5_CTSL 
HMGB1_CTSL 
LGALS1_CTSL 
CTSL_CTSL 
ANXA2_CTSL 
IGF2R_CTSL 
CLU_CTSL 
LAMC1_CTSL 
M6PR_CTSL 
CALR_CTSL 
CD44_CTSL 
PKM_CTSL 
ITGA4_CTSL 
BSG_CTSL 
AHSG_CTSL 
PIGR_CTSL 
ANXA1_CTSL 
ALDOA_CTSL 
TFRC_CTSL 
ITGB3_CTSL 
APP_CTSL 
S100A8_CTSL 
ITGB1_CTSL 
ITGB1_CTSL 
CTSD_CTSL 
P4HB_CTSL 
ITGAV_CTSL 
GSN_CTSL 
A2M_CTSL 
C3_CTSL 
CRTAP_CTSL 
PLXNB2_CTSL 
LAMA5_CTSL 
CALU_CTSL 
GPC4_CTSL 
EL52_CTSL 
MIF_CTSL 
ESR1_CTSL 
NR3C1_CTSL 
HLA-A_CTSL 
CD36_CTSL 
VTN_CTSL 
SERPINA1_CTSL 
SERPINA1_CTSB 
VTN_CTSB 
APOC3_CTSB 
APOC1_CTSB 
HEL111_CTSB 
EL52_CTSB 
CALU_CTSB 
CRTAP_CTSB 
C3_CTSB 
CFB_CTSB 
ITGAV_CTSB 
ITGB1_CTSB 
KRT1_CTSB 
PPBP_CTSB 
ANXA1_CTSB 
APOA1_CTSB 
FN1_CTSB 
APOA2_CTSB 
CALR_CTSB 
CLU_CTSB 
LGALS1_CTSB 
ITGA5_CTSB 
ALB_HSP90AA1
ITGB1_HSP90AA1
CTSD_HSP90AA1
CALU_HSP90AA1
EL52_HSP90AA1
NR3C1_HSP90AA1
MIF_HSP90AA1
EL52_LAMB1 
VTN_LAMB1 
A2M_LAMB1 
ITGB1_LAMB1 
ITGB1_LAMB1 
CTSD_THBS1 
P4HB_THBS1 
GSN_THBS1 
KRT1_THBS1 
APP_THBS1 
S100A8_THBS1 
SERPIND1_THBS1 
PPBP_THBS1 
TFRC_THBS1 
TF_THBS1 
ANXA1_THBS1 
APOA2_THBS1 
APOC2_THBS1 
C1QA_THBS1 
AHSG_THBS1 
APOA1_THBS1 
APOE_THBS1 
COL1A1_THBS1 
PIGR_THBS1 
SERPINA3_THBS1 
CFB_THBS1 
HP_THBS1 
CFD_THBS1 
LDLR_THBS1 
CST3_THBS1 
C3_THBS1 
A2M_THBS1 
LAMA5_THBS1 
NRP1_THBS1 
CRTAP_THBS1 
EGFR_THBS1 
SERPINA1_THBS1 
APOC1_THBS1 
ADAM17_THBS1 
HLA-A_THBS1 
APOC3_THBS1 
CP_THBS1 
MIF_THBS1 
ESR1_THBS1 
NR3C1_THBS1 
HEL111_THBS1 
ITGB5_THBS1 
MMP2_THBS1 
MMP2_THBS1 
MET_THBS1 
ANXA5_THBS1 
ITGA5_THBS1 
CTSL_THBS1 
THBS1_THBS1 
LAMB1_THBS1 
GUSB_THBS1 
LAMC1_THBS1 
CLU_THBS1 
IGF2R_THBS1 
CDH1_THBS1 
ITGA4_THBS1 
CALR_THBS1 
COL5A1_THBS1 
ITGB4_THBS1 
CD44_THBS1 
PKM_THBS1 
MMP9_THBS1 
HSP90B1_THBS1 
COL4A4_THBS1 
FBN1_THBS1 
EGFR_IGF1R 
MATN2_COL1A2 
MATN2_COL1A2 
COL2A1_COL1A2 
ITGB1_COL1A2 
ITGB1_COL1A2 
MMP9_COL1A2 
ITGB1_NGFR 
TFRC_NGFR 
A2M_NGFR 
C3_GUSB 
EGFR_GUSB 
CALU_GUSB 
HEL111_GUSB 
EL52_GUSB 
APOC1_GUSB 
ALB_GUSB 
ANXA1_GUSB 
ALDOA_GUSB 
APOA1_GUSB 
FN1_GUSB 
ITGB1_GUSB 
ITGB2_GUSB 
KRT1_GUSB 
ITGA4_GUSB 
CLU_GUSB 
ANXA2_GUSB 
ITGA5_GUSB 
ITGB1_MMP2 
ACAN_MMP2 
A2M_MMP2 
VTN_CTSG 
HEL111_CTSG 
MIF_CTSG 
ITGB5_CTSG 
EL52_CTSG 
ITGB1_CTSG 
ALB_CTSG 
TFRC_CTSG 
FN1_ITGA2B
COL4A2_COL4A2 
COL4A4_COL4A2 
ITGB1_PTPRC 
KRT1_PTPRC 
EL52_PTPRC 
EL52_MET 
C3_MET 
ITGB1_MET 
ITGB1_CFH 
ITGAV_CFH 
ITGB1_CFH 
ITGB3_CFH 
S100A8_CFH 
APOE_CFH 
ALDOA_CFH 
ANXA1_CFH 
C3_CFH 
A2M_CFH 
CALU_CFH 
EGFR_CFH 
EL52_CFH 
ITGB5_CFH 
VTN_CFH 
ANXA2_CFH 
LAMC1_CFH 
CLU_CFH 
CLU_ITGA5 
LAMC1_ITGA5 
ITGA4_ITGA5 
IGF2R_ITGA5 
CD44_ITGA5 
HSP90B1_ITGA5 
PKM_ITGA5 
M6PR_ITGA5 
COL5A1_ITGA5 
ELANE_ITGA5 
LAMB1_ITGA5 
MET_ITGA5 
ITGA5_ITGA5 
LGALS1_ITGA5 
FBN1_ITGA5 
APOC1_ITGA5 
APOC3_ITGA5 
EL52_ITGA5 
HEL111_ITGA5 
GPC4_ITGA5 
EGFR_ITGA5 
CALU_ITGA5 
C3_ITGA5 
CFB_ITGA5 
PLG_ITGA5 
AHSG_ITGA5 
ALB_ITGA5 
APOA1_ITGA5 
FGA_ITGA5 
ITGB2_ITGA5 
APOB_ITGA5 
ERBB2_ITGA5 
ITGB3_F7 
APP_F7 
P4HB_F7 
CTSD_F7 
KLK3_F7 
ANXA2_F7 
ITGAV_F7 
ITGB1_F7 
ITGB1_F7 
APOE_F7 
ANXA1_F7 
ALDOA_F7 
C3_F7 
A2M_F7 
CALU_F7 
GPC4_F7 
LAMA5_F7 
CASK_F7 
PLXNB2_F7 
CRTAP_F7 
MIF_F7 
EL52_F7 
ITGB5_F7 
LOX_F7 
VTN_F7 
SERPING1_F7 
F7_F7 
ITGA5_F7 
THBS1_F7 
CTSL_F7 
PSAP_F7 
HSP90B1_F7 
CD44_F7 
IGF2R_F7 
ITGA4_F7 
LAMC1_F7 
CLU_F7 
CLU_F7
PSAP_F7
ANXA2_F7
ITGA5_F7
F7_F7
SERPINA1_F7
VTN_F7
EL52_F7
MIF_F7
GPC4_F7
CRTAP_F7
LAMA5_F7
CALU_F7
A2M_F7
C3_F7
HP_F7
ALDOA_F7
ANXA1_F7
TF_F7
FGA_F7
AHSG_F7
FN1_F7
ITGB1_F7
ITGB1_F7
ITGAV_F7
CTSD_F7
APP_F7
ITGB3_F7
S100A8_F7
S100A8_ANXA5 
ITGB3_ANXA5 
ITGB2_ANXA5 
APP_ANXA5 
KRT1_ANXA5 
ITGAV_ANXA5 
GSN_ANXA5 
ITGB1_ANXA5 
FN1_ANXA5 
FGA_ANXA5 
APOA1_ANXA5 
PIGR_ANXA5 
TF_ANXA5 
ALB_ANXA5 
LTF_ANXA5 
HP_ANXA5 
F2_ANXA5 
PLG_ANXA5 
CFB_ANXA5 
A2M_ANXA5 
C3_ANXA5 
LAMA5_ANXA5 
PLXNB2_ANXA5 
GPC4_ANXA5 
EGFR_ANXA5 
ESR1_ANXA5 
HEL111_ANXA5 
NR3C1_ANXA5 
VTN_ANXA5 
SERPINA1_ANXA5 
SERPING1_ANXA5 
LOX_ANXA5 
APOC1_ANXA5 
HLA-A_ANXA5 
APOC3_ANXA5 
CD36_ANXA5 
ANXA5_ANXA5 
RPSA_ANXA5 
LGALS1_ANXA5 
ITGA5_ANXA5 
CTSL_ANXA5 
GUSB_ANXA5 
CLU_ANXA5 
LAMC1_ANXA5 
ITGA4_ANXA5 
IGF2R_ANXA5 
HSP90B1_ANXA5 
PKM_ANXA5 
CALR_ANXA5 
BSG_ANXA5 
HEL111_RPSA 
CFB_RPSA 
APOA1_RPSA 
FN1_RPSA 
ITGAV_RPSA 
CTSD_LGALS1 
ITGB3_LGALS1 
AHSG_LGALS1 
FGA_LGALS1 
APOA1_LGALS1 
LTF_LGALS1 
ALB_LGALS1 
PLG_LGALS1 
CFB_LGALS1 
A2M_LGALS1 
C3_LGALS1 
EGFR_LGALS1 
GPC4_LGALS1 
ESR1_LGALS1 
EL52_LGALS1 
ITGB5_LGALS1 
APOC1_LGALS1 
HEL111_LGALS1 
SERPINA1_LGALS1 
CALR_LGALS1 
PKM_LGALS1 
HSP90B1_LGALS1 
CLU_LGALS1 
CLU_HMGB1 
IGF2R_HMGB1 
ITGA4_HMGB1 
HSP90B1_HMGB1 
PKM_HMGB1 
CALR_HMGB1 
NR4A1_HMGB1 
VCAM1_HMGB1 
CTSL_HMGB1 
HMGB1_HMGB1 
CTSH_HMGB1 
ANXA5_HMGB1 
SERPINA1_HMGB1 
SERPING1_HMGB1 
HEL111_HMGB1 
VTN_HMGB1 
APOC1_HMGB1 
HLA-A_HMGB1 
CP_HMGB1 
