ATP1B1 _TGFBR3 
ATP1B1 _PLAUR 
ATP1B1 _PLAUR
ATP1B1 _C1QBP 
ATP1B1 _LRP1 
ATP1B1 _LGALS3BP 
ATP1B1 _CD47 
ATP1B1 _FAP 
ATP1B1 _PTPRJ 
ATP1B1 _TRAF2 
ATP1B1 _PAPPA 
ATP1B1 _ACVR2B 
ATP1B1 _ITGA9 
ATP1B1 _BMPR2 
ATP1B1 _IL13RA2 
ATP1B1 _ICAM4 
ATP1B1 _ERBB4 
ATP1B1 _ERBB4
ATP1B1 _SLC1A5 
ATP1B1 _SLC1A5
ATP1B1 _P3H1 
ATP1B1 _SAR1A 
ATP1B1 _TREML2 
ATP1B1 _CD276 
ATP1B1 _SDF2 
ATP1B1 _LTBP4 
ATP1B1 _IGSF1 
ATP1B1 _NAXE 
ATP1B1 _OR2T6 
ATP1B1 _BPIFB1 
ATP1B1 _SCARB1 
ATP1B1 _TSPEAR 
ATP1B1 _SMPDL3A 
ATP1B1 _RYR2 
ATP1B1 _NELL1 
ATP1B1 _AP2M1 
ATP1B1 _ERBIN 
ATP1B1 _MYOC 
ATP1B1 _SDF4 
ATP1B1 _OR8D2 
ATP1B1 _CRISPLD2 
ATP1B1 _SIAE 
ATP1B1 _SDF2L1 
ATP1B1 _PTPRH 
ATP1B1 _UGGT1 
ATP1B1 _DMBT1 
ATP1B1 _IL20RA 
ATP1B1 _PCYOX1 
ATP1B1 _DPP7 
ATP1B1 _STOML2 
ATP1B1 _ITGA11 
ATP1B1 _COL17A1 
ATP1B1 _SMC3 
ATP1B1 _HYOU1 
ATP1B1 _NPTN 
ATP1B1 _FCGBP 
APOC3 _CCL3 
APOC3 _TGFB3 
APOC3 _LILRB2 
APOC3 _ACVR1 
APOC3 _HLA-B 
APOC3 _SERPINA1 
APOC3 _NR0B1 
APOC3 _NR2B1 
APOC3 _RXRG 
APOC3 _NR2C2 
APOC3 _ESR1 
APOC3 _EECP 
APOC3 _NAN
APOC3 _INS 
APOC3 _EL52 
APOC3 _AIP 
APOC3 _LAD1 
APOC3 _CACNA1A 
APOC3 _ACKR2 
APOC3 _FCN1 
APOC3 _CCL22 
APOC3 _WNT7A 
APOC3 _TOR1A 
APOC3 _NRP1 
APOC3 _TNFSF11 
APOC3 _PLXNB2 
APOC3 _ANGPT2 
APOC3 _EPHB6 
APOC3 _LAMA5 
APOC3 _MATN3 
APOC3 _PPARG 
APOC3 _HLA-C 
APOC3 _PLXNB1 
APOC3 _CALU 
APOC3 _TYROBP 
APOC3 _TYROBP
APOC3 _GDF9 
APOC3 _NRP2 
APOC3 _ABCC9
APOC3 _MMP20 
APOC3 _RAMP2 
APOC3 _PLXNA2 
APOC3 _SEMA7A 
APOC3 _GPC4 
APOC3 _CRCP
APOC3 _FCN3
APOC3 _CRTAP 
APOC3 _STC2 
APOC3 _TM7SF2 
APOC3 _SLIT2 
APOC3 _TNFRSF6B 
APOC3 _NTN1 
APOC3 _NCR2 
APOC3 _EFEMP2 
APOC3 _AGR2 
APOC3 _EGFR 
APOC3 _HP 
APOC3 _PLG 
APOC3 _PLAU 
APOC3 _PLAT 
APOC3 _SERPINC1 
APOC3 _SERPINA3 
APOC3 _A2M 
APOC3 _C3 
APOC3 _C5 
APOC3 _KNG1 
APOC3 _KNG1
APOC3 _LDLR 
APOC3 _EGF 
APOC3 _TGFA 
APOC3 _TGFB1 
APOC3 _NGF 
APOC3 _OXT 
APOC3 _POMC 
APOC3 _TSHB 
APOC3 _FSHB 
APOC3 _CALCA 
APOC3 _IGF2 
APOC3 _IFNG 
APOC3 _IL1B 
APOC3 _CD4 
APOC3 _CD8A 
APOC3 _PIGR 
APOC3 _HLA-DRA 
APOC3 _HLA-DQA2 
APOC3 _HLA-DQA1 
APOC3 _COL1A1 
APOC3 _S100B 
APOC3 _FGB 
APOC3 _FGG 
APOC3 _FGG
APOC3 _CRP 
APOC3 _APCS 
APOC3 _C1QB 
APOC3 _APOH 
APOC3 _RBP4 
APOC3 _AMBP 
APOC3 _GC 
APOC3 _GC
APOC3 _TFRC 
APOC3 _TF 
APOC3 _LTF 
APOC3 _NAN
APOC3 _F11 
APOC3 _KLKB1 
APOC3 _MMP1 
APOC3 _FGF2 
APOC3 _PROC 
APOC3 _ALDOA 
APOC3 _ANXA1 
APOC3 _PDGFA 
APOC3 _APOB 
APOC3 _LCAT 
APOC3 _HRG 
APOC3 _CD74 
APOC3 _VWF 
APOC3 _SHBG 
APOC3 _ERBB2 
APOC3 _ERBB2
APOC3 _NTRK1
APOC3 _AMY2A 
APOC3 _APP 
APOC3 _APP
APOC3 _ITGB3 
APOC3 _ITGB2 
APOC3 _S100A8 
APOC3 _INHA 
APOC3 _IL5 
APOC3 _SERPINE1 
APOC3 _SERPINA5 
APOC3 _CFI 
APOC3 _F13B 
APOC3 _ALPP 
APOC3 _FGF1 
APOC3 _IL6 
APOC3 _ICAM1 
APOC3 _CLEC3B 
APOC3 _SERPIND1 
APOC3 _ITGB1 
APOC3 _ITGB1
APOC3 _INSR 
APOC3 _C2 
APOC3 _S100A9 
APOC3 _FCER2 
APOC3 _GPI 
APOC3 _ITGAV 
APOC3 _KLK1 
APOC3 _SERPINE2
APOC3 _TGFB1 
APOC3 _THBD 
APOC3 _P4HB 
APOC3 _ASGR1 
APOC3 _ASGR2 
APOC3 _CTSD 
APOC3 _ANXA2 
APOC3 _C8A 
APOC3 _C8B 
APOC3 _C8G 
APOC3 _ADRB2 
APOC3 _DCN
APOC3 _PSAP 
APOC3 _CD3E 
APOC3 _CTSB 
APOC3 _HSP90AA1
APOC3 _LAMB1 
APOC3 _RET
APOC3 _THBS1 
APOC3 _IGF1R 
APOC3 _COL1A2 
APOC3 _NGFR 
APOC3 _GUSB 
APOC3 _ELANE 
APOC3 _MMP2 
APOC3 _MMP2
APOC3 _MMP3 
APOC3 _CTSG 
APOC3 _ITGA2B 
APOC3 _ITGA2B
APOC3 _CD14 
APOC3 _COL4A2 
APOC3 _PTPRC 
APOC3 _MET 
APOC3 _FCGR3A 
APOC3 _ITGA5 
APOC3 _SERPINF2 
APOC3 _ANXA5 
APOC3 _IGFBP1 
APOC3 _RPSA 
APOC3 _IL6R
APOC3 _ADRA2A 
APOC3 _FGF2 
APOC3 _MMP7 
APOC3 _LGALS1 
APOC3 _HMGB1 
APOC3 _SPARC 
APOC3 _INHBB 
APOC3 _CD7 
APOC3 _CSF1 
APOC3 _PDGFRB 
APOC3 _CTSH 
APOC3 _TACSTD2 
APOC3 _C1S 
APOC3 _CSF3
APOC3 _ALPI 
APOC3 _C4B 
APOC3 _PYY 
APOC3 _CXCL8 
APOC3 _SPP1 
APOC3 _PTPRF 
APOC3 _PTPRF
APOC3 _C7 
APOC3 _TFPI
APOC3 _ALPG 
APOC3 _FGF6 
APOC3 _GHR 
APOC3 _HAPLN1 
APOC3 _LAMC1 
APOC3 _LIPC 
APOC3 _ITGAM 
APOC3 _MBL2 
APOC3 _FGFR1 
APOC3 _FGFR1
APOC3 _FGFR1
APOC3 _CETP 
APOC3 _SCGB1A1 
APOC3 _IGF2R 
APOC3 _CD79A
APOC3 _COL11A1 
APOC3 _COL6A1 
APOC3 _COL6A2 
APOC3 _COL6A3
APOC3 _F5 
APOC3 _PIP 
APOC3 _FCGR1A 
APOC3 _FCGR2A 
APOC3 _FCGR2A
APOC3 _GZMA 
APOC3 _BMP3 
APOC3 _CDH1 
APOC3 _DEFA4 
APOC3 _GP1BB 
APOC3 _CCL2 
APOC3 _SCG2 
APOC3 _ACAN 
APOC3 _VCAN 
APOC3 _ITGA4 
APOC3 _C6 
APOC3 _OSM 
APOC3 _F3 
APOC3 _F3
APOC3 _HLA-DOB 
APOC3 _HGF 
APOC3 _NID1 
APOC3 _PLA2G2A 
APOC3 _PKM 
APOC3 _PKM
APOC3 _HSP90B1 
APOC3 _IDE 
APOC3 _IL1R1 
APOC3 _MMP9 
APOC3 _ANPEP 
APOC3 _PVR 
APOC3 _IFNGR1 
APOC3 _FOLR1 
APOC3 _ELN 
APOC3 _ELN
APOC3 _ELN
APOC3 _AREG 
APOC3 _CD46 
APOC3 _CD46
APOC3 _NME1 
APOC3 _CD1D 
APOC3 _TIMP2 
APOC3 _NPR1 
APOC3 _CD44 
APOC3 _CD44
APOC3 _ITGB4 
APOC3 _ITGB4
APOC3 _PNLIP 
APOC3 _PDGFRA 
APOC3 _PRLR 
APOC3 _PRLR
APOC3 _TSHR
APOC3 _PCSK2 
APOC3 _SELE 
APOC3 _FER 
APOC3 _IL7R 
APOC3 _IFNAR1 
APOC3 _ENG 
APOC3 _ENG
APOC3 _CR1 
APOC3 _LGALS3 
APOC3 _IGFBP3 
APOC3 _FLT1
APOC3 _IGFBP2 
APOC3 _LBP 
APOC3 _PTPRA 
APOC3 _IL1RN 
APOC3 _IL1RN
APOC3 _ITGB6 
APOC3 _CDH2 
APOC3 _EPOR 
APOC3 _VCAM1 
APOC3 _VCAM1
APOC3 _ITIH2 
APOC3 _CXCL2 
APOC3 _CXCL3 
APOC3 _GHR 
APOC3 _CR2 
APOC3 _HLA-DPA1 
APOC3 _TCN1 
APOC3 _ANXA7 
APOC3 _CD33 
APOC3 _KLK2
APOC3 _AZU1 
APOC3 _TNFRSF1B 
APOC3 _PMCH 
APOC3 _M6PR 
APOC3 _ITGAL 
APOC3 _ITGAX 
APOC3 _PZP 
APOC3 _EFNA1
APOC3 _COL5A1 
APOC3 _MAG 
APOC3 _MAG
APOC3 _CD247 
APOC3 _PTN 
APOC3 _TACR2 
APOC3 _S1PR1 
APOC3 _FPR1 
APOC3 _KITLG 
APOC3 _C5AR1 
APOC3 _MSR1 
APOC3 _FGF7 
APOC3 _FGFR2 
APOC3 _FGFR2
APOC3 _FGFR2
APOC3 _BGN 
APOC3 _BGN 
APOC3 _RYR1 
APOC3 _RYR1
APOC3 _CD72 
APOC3 _ERBB3 
APOC3 _DRD4 
APOC3 _DRD5 
APOC3 _CD9 
APOC3 _TNXB 
APOC3 _ACHE
APOC3 _ENPP1 
APOC3 _FGFR4
APOC3 _GAL 
APOC3 _FGFR3 
APOC3 _FGFR3
APOC3 _IGFBP4 
APOC3 _NR4A1 
APOC3 _LHCGR 
APOC3 _MMP8 
APOC3 _FBLN1 
APOC3 _ITGA6 
APOC3 _ITGA6
APOC3 _ANOS1 
APOC3 _PTPRB 
APOC3 _PTPRD 
APOC3 _PTPRD
APOC3 _PTPRE 
APOC3 _PTPRG 
APOC3 _PTPRZ1 
APOC3 _BDNF 
APOC3 _NPPC 
APOC3 _CMA1 
APOC3 _IL32 
APOC3 _LAMA2 
APOC3 _FCAR 
APOC3 _PRTN3 
APOC3 _IL4R 
APOC3 _IL4R
APOC3 _IGFBP6 
APOC3 _IGFBP5 
APOC3 _TNC 
APOC3 _COL8A2 
APOC3 _GRK2 
APOC3 _TACR1 
APOC3 _AZGP1 
APOC3 _LAMA1 
APOC3 _COL5A3 
APOC3 _ITGA3 
APOC3 _ITGB7 
APOC3 _ITGB8 
APOC3 _PTX3 
APOC3 _S100A4 
APOC3 _HMGB2 
APOC3 _IL3RA 
APOC3 _CNTFR 
APOC3 _ACVR2A 
APOC3 _CBLIF 
APOC3 _DPP4 
APOC3 _COL8A1 
APOC3 _CALR 
APOC3 _IL1R2 
APOC3 _AOAH 
APOC3 _HTR1B 
APOC3 _CST5 
APOC3 _NMBR 
APOC3 _RXRB 
APOC3 _GRN 
APOC3 _GRN
APOC3 _TNFRSF8 
APOC3 _PCSK1 
APOC3 _EPHA2 
APOC3 _EPHA3 
APOC3 _EPHA3
APOC3 _EPHB2 
APOC3 _EPHB2
APOC3 _TACR3 
APOC3 _COL4A5 
APOC3 _IL12B 
APOC3 _PRDX5 
APOC3 _FCER1G 
APOC3 _HLA-F 
APOC3 _HLA-F
APOC3 _LRPAP1 
APOC3 _AGTR1 
APOC3 _LCN1 
APOC3 _S100A7 
APOC3 _FGF9 
APOC3 _SDC4 
APOC3 _AGRN 
APOC3 _IL2RG 
APOC3 _CEACAM8 
APOC3 _L1CAM 
APOC3 _VIPR1 
APOC3 _CCR1 
APOC3 _CXCR5
APOC3 _IFNA8 
APOC3 _CSF2RB 
APOC3 _TNFSF8 
APOC3 _CDH5 
APOC3 _GABRA3 
APOC3 _RYK 
APOC3 _TRHR 
APOC3 _GPC1 
APOC3 _BTC 
APOC3 _IL13 
APOC3 _SFTPD 
APOC3 _ADM 
APOC3 _SSTR5 
APOC3 _ADRA1A 
APOC3 _ADRA1A
APOC3 _OPRM1 
APOC3 _RORA
APOC3 _THBS2 
APOC3 _SAA4 
APOC3 _FBN1 
APOC3 _FBN2 
APOC3 _BSG 
APOC3 _BSG
APOC3 _TIMP3 
APOC3 _AHR 
APOC3 _FLT4 
APOC3 _FLT4
APOC3 _KDR 
APOC3 _ACVR1B 
APOC3 _ACVR1B
APOC3 _TGFBR1 
APOC3 _TGFBR1
APOC3 _SERPINF1 
APOC3 _ACVRL1 
APOC3 _PPARG 
APOC3 _SNCA 
APOC3 _ITGAE 
APOC3 _FPR3 
APOC3 _COL18A1 
APOC3 _MMP12 
APOC3 _IL6ST 
APOC3 _IL6ST
APOC3 _TXLNA 
APOC3 _CD79B 
APOC3 _CD79B
APOC3 _CTRL 
APOC3 _PTGDS 
APOC3 _P2RY2 
APOC3 _CCR2 
APOC3 _CCR2
APOC3 _GRIA1 
APOC3 _GRIA3 
APOC3 _IL12RB1 
APOC3 _IL12RB1
APOC3 _LIFR 
APOC3 _CXCL5 
APOC3 _BTD 
APOC3 _NAMPT 
APOC3 _KIR3DL1 
APOC3 _KIR3DL2 
APOC3 _MMP13 
APOC3 _CCR10 
APOC3 _NOTCH1 
APOC3 _SMC3 
APOC3 _P2RY1 
APOC3 _NPTX2 
APOC3 _GRIA4 
APOC3 _GRIA4
APOC3 _CXCL12
APOC3 _GABRA4 
APOC3 _LEPR 
APOC3 _CD151 
APOC3 _IFNAR2 
APOC3 _IFNAR2
APOC3 _HSPA13 
APOC3 _MASP1 
APOC3 _MASP1
APOC3 _CCN3 
APOC3 _C9 
APOC3 _NPY2R 
APOC3 _TGM4 
APOC3 _CXCR3 
APOC3 _THBS3 
APOC3 _COMP 
APOC3 _PGF 
APOC3 _VEGFC 
APOC3 _CAMP 
APOC3 _MMP14 
APOC3 _TNFSF10 
APOC3 _BCAM 
APOC3 _PPT1 
APOC3 _GZMM 
APOC3 _MMP15 
APOC3 _MMP16 
APOC3 _CCL11 
APOC3 _CCR3 
APOC3 _CCR5 
APOC3 _CCR8 
APOC3 _APLP1 
APOC3 _PLXNA3 
APOC3 _HDGF 
APOC3 _HNRNPM 
APOC3 _HNRNPM
APOC3 _EFNA3 
APOC3 _EFNA4
APOC3 _EFNA5 
APOC3 _COL4A4 
APOC3 _ITGA8 
APOC3 _CRISP3 
APOC3 _YARS1 
APOC3 _ATP1B3 
APOC3 _EPHB3 
APOC3 _EPHA5 
APOC3 _EPHB4 
APOC3 _EPHB1 
APOC3 _EPHA4 
APOC3 _PLTP
APOC3 _VCP 
APOC3 _FGF8
APOC3 _MFAP4 
APOC3 _F2RL1 
APOC3 _UCN 
APOC3 _INHBC 
APOC3 _GDF10 
APOC3 _LAMB2 
APOC3 _CDH13 
APOC3 _CCL18 
APOC3 _FCGRT 
APOC3 _ITGA1 
APOC3 _WNT3 
APOC3 _WNT3A 
APOC3 _WNT7B 
APOC3 _LOXL3 
APOC3 _ANTXR2 
APOC3 _DEFA1 
APOC3 _DEFA3 
APOC3 _IL2 
APOC3 _SST 
APOC3 _FGF12 
APOC3 _B2M 
APOC3 _TGFB2 
APOC3 _CNTNAP1 
APOC3 _JAG1 
APOC3 _SRPX 
APOC3 _CCL20 
APOC3 _CCL8 
APOC3 _CCL7 
APOC3 _GPLD1 
APOC3 _CXCL6 
APOC3 _LCN2 
APOC3 _TMPRSS15 
APOC3 _FBLN2 
APOC3 _C8A 
APOC3 _C8B 
APOC3 _VLDLR
APOC3 _HSPG2 
APOC3 _LRP2 
APOC3 _EFNB1 
APOC3 _RUNX1 
APOC3 _RUNX1
APOC3 _IL5RA
APOC3 _DEFA5 
APOC3 _IL1RL1 
APOC3 _COL4A3 
APOC3 _COL4A3
APOC3 _GUCY1A1
APOC3 _CNTN2 
APOC3 _SEMG2 
APOC3 _COL7A1 
APOC3 _TEK 
APOC3 _MUC2 
APOC3 _GUCY2D 
APOC3 _DST 
APOC3 _TGFBR3 
APOC3 _PLAUR 
APOC3 _PLAUR
APOC3 _PTH1R 
APOC3 _HGFAC 
APOC3 _MST1R 
APOC3 _COL14A1 
APOC3 _ZP2 
APOC3 _LTB 
APOC3 _C1QBP 
APOC3 _CXCL9 
APOC3 _DPT 
APOC3 _LRP1 
APOC3 _DDR1 
APOC3 _DDR1
APOC3 _LGALS3BP 
APOC3 _LOXL1 
APOC3 _MFGE8 
APOC3 _SPOCK1 
APOC3 _CD47 
APOC3 _CD47
APOC3 _VAC14 
APOC3 _EFEMP1 
APOC3 _EFEMP1
APOC3 _FSTL1 
APOC3 _CNTN1 
APOC3 _CNTN1
APOC3 _GRIN2A
APOC3 _FAP 
APOC3 _OVGP1 
APOC3 _PTPRJ 
APOC3 _TRAF2 
APOC3 _DLG1 
APOC3 _DLG1
APOC3 _GRIK2
APOC3 _IL24 
APOC3 _PLA2R1 
APOC3 _PLA2R1
APOC3 _TRDN 
APOC3 _PLA2G7 
APOC3 _PRDX4 
APOC3 _MMRN1 
APOC3 _PAPPA 
APOC3 _GRIN2B 
APOC3 _CHIT1 
APOC3 _KLRD1 
APOC3 _KLRD1
APOC3 _NOG 
APOC3 _GRM1 
APOC3 _IL15RA 
APOC3 _SEMA3F 
APOC3 _DMP1 
APOC3 _DMP1
APOC3 _PTPRS 
APOC3 _ITGAD 
APOC3 _MFAP5 
APOC3 _BTN1A1 
APOC3 _ADAM9 
APOC3 _ADAM9
APOC3 _ADAM15 
APOC3 _ADAM15
APOC3 _TMED1 
APOC3 _MADCAM1 
APOC3 _MADCAM1
APOC3 _GPR50 
APOC3 _PTCH1 
APOC3 _IL10RA 
APOC3 _ITGA7 
APOC3 _ITGA7
APOC3 _ACVR2B 
APOC3 _ALCAM 
APOC3 _LAMB3 
APOC3 _LAMC2 
APOC3 _LAMC2
APOC3 _ITGA9 
APOC3 _BMPR2 
APOC3 _IL16 
APOC3 _IL16
APOC3 _COL4A6 
APOC3 _COL4A6
APOC3 _COL9A3 
APOC3 _NID2 
APOC3 _LRP8 
APOC3 _LRP8
APOC3 _IL18 
APOC3 _SCARF1
APOC3 _SELPLG 
APOC3 _WFDC2 
APOC3 _FGFBP1 
APOC3 _SEMA3A 
APOC3 _ITPR2 
APOC3 _ITPR3 
APOC3 _ITIH4 
APOC3 _IL11RA
APOC3 _IL13RA2 
APOC3 _LTBP1 
APOC3 _LTBP2 
APOC3 _ICAM4 
APOC3 _ICAM4
APOC3 _KIR3DS1 
APOC3 _AGER 
APOC3 _AGER
APOC3 _PON2 
APOC3 _PSG5 
APOC3 _ERBB4 
APOC3 _ERBB4
APOC3 _EPHA7 
APOC3 _SHH 
APOC3 _FCN2 
APOC3 _FCN2
APOC3 _CDSN 
APOC3 _TGFBI 
APOC3 _KISS1 
APOC3 _EFNB3 
APOC3 _CHI3L2 
APOC3 _NPTX1 
APOC3 _GRIK4 
APOC3 _IGFBP7 
APOC3 _LAMA4 
APOC3 _LAMA4
APOC3 _GABRA6 
APOC3 _GRIK5 
APOC3 _NTRK2 
APOC3 _NTRK2
APOC3 _NTRK2
APOC3 _CCL14
APOC3 _AMHR2 
APOC3 _MIA 
APOC3 _LAMA3 
APOC3 _LAMA3
APOC3 _PTPRO 
APOC3 _SLC9A3R1 
APOC3 _MICA 
APOC3 _HFE 
APOC3 _HFE
APOC3 _HLA-G 
APOC3 _P3H1 
APOC3 _TIGIT 
APOC3 _CDON
APOC3 _MARCO 
APOC3 _HSD17B12 
APOC3 _CTGF 
APOC3 _SAR1A 
APOC3 _HLA-DQB1 
APOC3 _TREML2 
APOC3 _TREM2 
APOC3 _IL23R 
APOC3 _GRIA3 
APOC3 _HLA-DQB1 
APOC3 _CD276 
APOC3 _CD6 
APOC3 _F11R 
APOC3 _CCL19 
APOC3 _SDF2 
APOC3 _VWA1 
APOC3 _TRAT1 
APOC3 _APOA5 
APOC3 _AGTRAP 
APOC3 _CBLN3 
APOC3 _IL27RA 
APOC3 _NXPE4 
APOC3 _UNQ6114 
APOC3 _LMBR1L 
APOC3 _OLFM4 
APOC3 _CRELD2 
APOC3 _MUC6 
APOC3 _CHRDL2 
APOC3 _CHRDL2
APOC3 _SV2A 
APOC3 _TRIL 
APOC3 _ESR2 
APOC3 _MAMDC2 
APOC3 _NAN
APOC3 _ANKAR 
APOC3 _LUZP2 
APOC3 _ADAMTSL2 
APOC3 _RTN4RL2 
APOC3 _ADIPOR2 
APOC3 _CD163 
APOC3 _LSR 
APOC3 _GKN2 
APOC3 _XYLT1 
APOC3 _THNSL2 
APOC3 _IFNLR1 
APOC3 _IFNLR1
APOC3 _CBLN2 
APOC3 _NAV2 
APOC3 _SERPINA12 
APOC3 _SFTPA1 
APOC3 _CNTN4 
APOC3 _SCUBE3 
APOC3 _LTBP4 
APOC3 _SFRP1 
APOC3 _IGSF1 
APOC3 _GPR161 
APOC3 _IL17RC 
APOC3 _PCSK9 
APOC3 _NAXE 
APOC3 _GPR26 
APOC3 _ACVR1C
APOC3 _LFNG 
APOC3 _LFNG
APOC3 _GPRC5A 
APOC3 _IL17RD
APOC3 _SEMA6D 
APOC3 _TSPAN14 
APOC3 _NPB 
APOC3 _OR5H6 
APOC3 _LILRB1 
APOC3 _GRIN3A 
APOC3 _BPIFB1 
APOC3 _SCARB1 
APOC3 _TSPEAR 
APOC3 _ITLN1 
APOC3 _ROBO4 
APOC3 _TGFBR2 
APOC3 _CFHR4 
APOC3 _NECTIN2 
APOC3 _HTRA1 
APOC3 _TNR 
APOC3 _NELL1 
APOC3 _NEO1 
APOC3 _KLK6 
APOC3 _KLK6
