SEMA3F_EGFR
KNG1_ITGB5
KNG1_LRP2
KNG1_ITGB1
KNG1_EGFR
KNG1_FGFR1
KNG1_FGFR2
KNG1_MET
KNG1_ERBB2
VCAN_ITGB2
VCAN_LRP2
VCAN_LRP1
VCAN_ITGAM
VCAN_TLR4
VCAN_LDLR
VCAN_ITGA1
VCAN_ITGA6
VCAN_ITGAV
VCAN_ITGA2
TNC_ITGA6
TNC_ITGA1
TNC_ITGA2B
TNC_ITGA3
TNC_ITGAM
TNC_LRP2
TNC_ITGB5
TNC_CD44
TNC_ITGB2
EGF_ITGB2
EGF_MET
EGF_FGFR2
EGF_NOTCH1
EGF_NOTCH2
EGF_CD44
EGF_ITGB5
EGF_ITGB1
EGF_ITGAM
EGF_LRP6
EGF_ITGB3
EGF_LRP1
EGF_SDC2
EGF_ITGA3
EGF_ITGA9
EGF_ITGB4
EGF_KDR
EGF_ITGA5
EGF_VLDLR
EGF_ITGA1
EGF_ITGA6
EGF_ITGAV
EGF_ITGA2
SEMA3C_ITGAV
SEMA3C_ITGAM
SEMA3C_EGFR
SEMA3A_EGFR
SEMA3A_ERBB2
SEMA3A_ITGB3
SEMA3A_LRP1
SEMA3A_ITGB1
SEMA3A_ITGB5
SEMA3A_CD44
SEMA3A_LRP2
SEMA3A_ITGAV
WNT2_LRP1
WNT2_ITGB3
WNT2_ITGB2
GAL_PTH1R
GAL_VIPR1
GAL_RAMP3
GAL_GPR20
ADAM2_ITGB2
ADAM2_EGFR
ADAM2_ITGB3
ADAM2_ITGAM
ADAM2_LRP1
ADAM2_LRP2
ADAM2_CD44
ADAM2_ITGB5
ADAM2_ITGAV
ADAM2_ITGA2
ADAM28_ITGA9
SLIT1_ITGB1
TIMP3_ITGB1
INHBE_ITGB1
INHBE_EGFR
LUM_LRP2
DHH_EGFR
MFGE8_EGFR
MFGE8_LRP2
MFGE8_ITGB1
MFGE8_LRP1
IGFBP4_GRM7
PTH2_GRM7
PTH2_ADRA2A
PTH2_MTNR1A
PTH2_CCR3
PTH2_CXCR3
PROK1_MTNR1A
PROK1_ADRA2A
PROK1_GRM7
CGN_ITGB3
CGN_ITGB1
CGN_LRP2
CGN_LDLR
LEFTY1_ITGB1
GDF7_EGFR
GDF7_BMPR1B
GDF7_ACVR2B
CALM2_RYR2
CALM2_PHEX
CALM2_ABCA1
CALM2_VLDLR
CALM2_LDLR
CALM2_TFRC
CALM2_KDR
CALM2_FLT4
CALM2_CCR3
CALM2_CCR5
CALM2_ITGAV
CALM2_SDC1
CALM2_NPR3
CALM2_CNGA2
CALM2_TRPM2
CALM2_ACVR2A
CALM2_SCTR
CALM2_KCNN4
CALM2_MIP
CALM2_GLP2R
CALM2_ITGA3
CALM2_HMMR
CALM2_RYR1
CALM2_FAS
CALM2_OPRM1
CALM2_SCN8A
CALM2_GRM3
CALM2_TRPC3
CALM2_PTPRA
CALM2_CRHR1
CALM2_PTH2R
CALM2_DYSF
CALM2_PLD1
CALM2_ESR1
CALM2_TRPM3
CALM2_TRAF2
CALM2_HTR2C
CALM2_ADRA2A
CALM2_MTNR1A
CALM2_ITGB2
CALM2_ERBB4
CALM2_ADCYAP1R1
CALM2_RAMP2
CALM2_FGFR4
CALM2_FGFR1
CALM2_GPR20
CALM2_RAMP3
CALM2_VIPR1
CALM2_ADRB2
CALM2_ERBB2
CALM2_TSHR
CALM2_ITGB1
CALM2_LGR4
CALM2_LRP2
CALM2_CXCR2
CALM2_CD44
CALM2_ITGB3
CALM2_LHCGR
CALM2_SDC2
CALM2_ACKR1
CALM2_DPP4
LRIG1_LRP1
LRIG1_ITGB5
LRIG1_LRP2
LRIG1_ITGB1
LRIG1_ITGAV
LRIG1_ITGA2
UCN2_ADRB3
UCN2_GPR84
UCN2_ADRB2
UCN2_GPR20
UCN2_MTNR1A
UCN2_ADRA2A
MEGF10_LRP1
IL9_GRM7
CRH_GRM7
CRH_ADRA2A
RSPO2_LRP6
RSPO2_ITGB1
LIN7C_LRP2
LIN7C_ADRA2A
LIN7C_MTNR1A
LIN7C_GRM7
LIN7C_EGFR
SERPING1_EGFR
SERPING1_LRP1
GPHA2_GRM7
CTF1_EGFR
IL18_GRM7
IL18_ADRB2
PTH_GRM7
PTH_MTNR1A
PTH_ADRA2A
PTH_DPP4
PTH_ACKR2
PTH_LRP2
PTH_CXCR3
BMP3_ACVR2A
BMP3_EGFR
BMP6_ITGB1
BMP6_ACVR2B
BMP6_ACVR1B
SEMA3D_ITGAV
SEMA3D_ITGB1
SEMA3D_LRP1
SEMA3D_EGFR
WNT3A_EGFR
WNT3A_ADRB2
WNT3A_ITGB3
WNT3A_ITGB1
WNT3A_LRP2
WNT3A_ROR2
WNT3A_FZD4
WNT3A_FZD9
APP_LRP4
APP_RET
APP_FLT1
APP_NRXN1
APP_INSR
APP_PTPRA
APP_TIE1
APP_NRXN3
APP_ITGA3
APP_ACVR2A
APP_ITGB4
APP_CACNA1C
APP_ITGA9
APP_ACVR2B
APP_ACVR1B
APP_BMPR2
APP_BMPR1B
APP_BMPR1A
APP_TFRC
APP_ERBB3
APP_SDC4
APP_TLR4
APP_LRP8
APP_CD93
APP_FLT4
APP_ITGA5
APP_KDR
APP_ITGA2B
APP_LDLR
APP_PDGFRB
APP_PLAUR
APP_ITGA2
APP_ITGAV
APP_SDC1
APP_ITGA6
APP_LRP2
APP_ITGB7
APP_ALK
APP_ITGA4
APP_CD44
APP_ITGB5
APP_ITGB1
APP_ITGB3
APP_TGFBR1
APP_ITGB6
APP_LRP5
APP_ENG
APP_ITGAM
APP_SDC2
APP_ADRB2
APP_ERBB2
APP_NOTCH1
APP_TSHR
APP_FGFR1
APP_FGFR3
APP_FGFR4
APP_FGFR2
APP_ITGAD
APP_ERBB4
APP_MET
APP_ITGB2
APP_EGFR
APP_NRP1
APP_NRP2
WNT7A_ITGB2
WNT7A_LRP1
WNT7A_FZD2
WNT7A_LRP5
WNT7A_ITGB1
WNT7A_LRP2
WNT7A_FZD1
WNT7A_FZD7
WNT7A_FZD8
WNT7A_FZD4
WIF1_LRP1
ADAMTS3_EGFR
CXCL13_ADRB3
CXCL13_ADRB2
CXCL13_GPR20
CXCL13_CCR4
CXCL13_CCR2
CXCL13_ACKR1
CXCL13_CXCR2
CXCL13_CCR3
GDF6_ITGB1
GDF6_ACVR1
NODAL_ACVR1
NODAL_ITGB1
NODAL_BMPR1A
NODAL_BMPR1B
SST_CXCR3
SST_CCR3
SST_CCR5
SST_ACKR1
SST_ACKR2
SST_CCR2
SST_GPR20
SST_RAMP3
SST_VIPR1
SST_ADRB2
SST_ADRB3
SST_GPR84
SST_PTH1R
SST_ADCYAP1R1
WNT4_ITGB2
WNT4_EGFR
WNT4_LRP1
WNT4_LRP6
WNT4_ITGB1
WNT4_FZD5
WNT4_FZD7
WNT4_FZD4
WNT4_FZD9
AGRP_GRM7
CALM3_ADRA2A
CALM3_MTNR1A
CALM3_ITGB2
CALM3_ERBB4
CALM3_ADCYAP1R1
CALM3_RAMP2
CALM3_FGFR1
CALM3_FGFR4
CALM3_ERBB2
CALM3_TSHR
CALM3_ADRB2
CALM3_RAMP3
CALM3_VIPR1
CALM3_GPR20
CALM3_LGR4
CALM3_ITGB1
CALM3_LRP2
CALM3_CXCR2
CALM3_CD44
CALM3_LHCGR
CALM3_ITGB3
CALM3_SDC2
CALM3_DPP4
CALM3_ACKR1
CALM3_HTR2C
CALM3_TRAF2
CALM3_PTH2R
CALM3_PLPP6
CALM3_CRHR1
CALM3_DYSF
CALM3_TRPM3
CALM3_PLD1
CALM3_ITGA3
CALM3_OPRM1
CALM3_HMMR
CALM3_RYR1
CALM3_FAS
CALM3_GRM3
CALM3_TRPC3
CALM3_PTPRA
CALM3_SCN8A
CALM3_NPR3
CALM3_CNGA2
CALM3_TRPM2
CALM3_SCTR
CALM3_ACVR2A
CALM3_GLP2R
CALM3_MIP
CALM3_KCNN4
CALM3_ABCA1
CALM3_PHEX
CALM3_VLDLR
CALM3_TFRC
CALM3_LDLR
CALM3_KDR
CALM3_FLT4
CALM3_CCR5
CALM3_CCR3
CALM3_SDC1
CALM3_ITGAV
S100A1_GRM7
S100A1_EGFR
SCGB3A1_GRM7
HCRT_GRM7
HCRT_ADRA2A
HCRT_GPR20
HCRT_TSHR
HCRT_ADRB3
HCRT_GPR84
HCRT_PTH1R
SHANK1_ERBB2
SHANK1_EGFR
SHANK1_ITGB5
SHANK1_ITGB1
SHANK1_ITGA1
SHANK1_ITGA2
SHANK1_ITGA3
WNT1_FZD4
WNT1_ITGB1
WNT1_LRP2
WNT1_LRP1
WNT1_ITGB3
WNT1_FZD2
WNT1_EGFR
WNT1_ADRA2A
WNT1_ITGB2
TNFSF12_EGFR
FGF11_EGFR
FGF11_ITGB1
NTN3_ITGB1
NTN3_LRP1
FGF19_ITGB1
FGF19_LRP2
FGF19_EGFR
FGF19_GRM7
VCAM1_EGFR
VCAM1_ERBB2
VCAM1_LRP2
VCAM1_ITGB5
VCAM1_CD44
VCAM1_LRP1
VCAM1_ITGAM
VCAM1_LRP6
VCAM1_ITGB3
VCAM1_TLR4
VCAM1_ITGA5
VCAM1_ITGA2
VCAM1_ITGAV
VCAM1_ITGA6
VCAM1_ITGA1
ARPC5_EGFR
INHBB_EGFR
INHBB_ITGB2
INHBB_ITGB3
INHBB_LRP1
INHBB_ITGB5
INHBB_LRP2
INHBB_ITGB1
INHBB_BMPR1B
INHBB_BMPR2
BMP10_ACVR2B
BMP10_ITGB1
BMP10_ITGB2
BMP10_EGFR
COL6A3_EGFR
COL6A3_LRP2
COL6A3_ITGB5
COL6A3_LRP1
COL6A3_ITGB3
COL6A3_ITGA6
COL6A3_ITGAV
COL6A3_ITGA3
PROK2_GRM7
PROK2_ADRA2A
PROK2_MTNR1A
IHH_EGFR
IHH_ITGAM
IHH_LRP1
IHH_LRP2
IHH_CD44
IHH_ITGAV
CXCL3_ACKR1
CXCL5_ACKR2
CXCL5_CXCR3
PPBP_DPP4
PPBP_VIPR1
PPBP_ADRB2
PF4_GPR20
PF4_ADRB2
PF4_TSHR
PF4_DPP4
PF4_ACKR2
PF4_LRP2
PF4_CCR3
UCN_ADRB2
UCN_GPR20
UCN_VIPR1
UCN_GRM7
UCN_MTNR1A
UCN_ADRA2A
LIPH_EGFR
LIPH_ITGB1
LIPH_LRP1
MELTF_LRP1
MELTF_ITGB1
MELTF_LRP2
MELTF_ITGB2
CAMP_ADRB2
CAMP_GRM7
CAMP_ADRA2A
CAMP_MTNR1A
CAMP_LRP2
CAMP_LRP1
SCGB3A2_GRM7
CSF2_GRM7
CSF2_EGFR
CSF2_ADRB2
CSF2_RAMP2
CSF2_LRP2
CSF2_LDLR
SHH_LDLR
SHH_ERBB3
SHH_ITGAV
SHH_ITGA3
SHH_ACVR2A
SHH_CD44
SHH_ITGB1
SHH_LRP1
SHH_ITGAM
SHH_ITGB3
SHH_FGFR3
SHH_ITGB2
SHH_ERBB4
SHH_ERBB2
SHH_GRM7
SHH_EGFR
SHH_NRP1
COL1A2_EGFR
COL1A2_LRP1
COL1A2_ITGB5
COL1A2_ITGA3
COL1A2_MAG
COL1A2_DDR1
COL14A1_ITGA2
COL14A1_LRP2
COL14A1_ITGB1
COL14A1_LRP1
VEGFD_LRP1
VEGFD_ITGB3
VEGFD_ITGAM
VEGFD_LRP5
VEGFD_LRP6
VEGFD_LRP2
VEGFD_ITGB5
VEGFD_NRP1
VEGFD_NOTCH1
VEGFD_ITGB2
VEGFD_ITGAV
VEGFD_LDLR
VEGFD_ERBB3
VEGFD_ITGA3
ARF6_EGFR
JAM3_EGFR
HSP90B1_GRM7
HSP90B1_ITGB2
HSP90B1_LRP2
HSP90B1_CD44
HSP90B1_ITGB1
HSP90B1_ITGB3
HSP90B1_LDLR
HSP90B1_ITGAV
COL6A2_ITGAV
COL6A2_ITGB3
COL6A2_LRP1
COL6A2_ITGB5
COL6A2_EGFR
ANGPTL4_EGFR
ANGPTL4_LRP2
ANGPTL4_ITGB1
ANGPTL4_LRP1
FADD_GRM7
PNOC_TSHR
CCL11_ADRA2A
CCL11_MTNR1A
CCL11_CCR4
CCL11_CCR10
CCL11_CCR1
NRTN_GRM7
