SEMA3F_EGFR
SEMA3F_ITGB5
SEMA3F_LRP2
SEMA3F_ITGB1
SEMA3F_LRP1
SEMA3F_LRP6
SEMA3F_ITGB3
SEMA3F_ITGAV
SEMA3F_LDLR
DCN_LRP1
DCN_ITGB1
DCN_LRP2
GRN_LRP2
GRN_ITGB1
GRN_LRP1
GRN_ITGB3
GRN_ITGB2
UTS2_ADRB2
UTS2_GRM7
UTS2_ADRA2A
ICAM3_EGFR
ICAM3_ITGAM
ICAM3_LRP1
ICAM3_ITGB1
ICAM3_LRP2
ICAM3_ITGAV
CEACAM1_ITGB1
PRLH_GRM7
PRLH_MTNR1A
FGF4_EGFR
FGF4_LRP2
NTN1_ITGB5
NTN1_ITGA4
NTN1_ITGB1
NTN1_ITGAM
NTN1_LRP6
NTN1_ITGB2
NTN1_ITGAV
NTN1_ITGA6
NTN1_ITGA1
NTN1_ITGA2
NTN1_BMPR2
NTN1_ITGA5
NTN1_ITGA3
NTN1_ITGA9
SCT_GRM7
SCT_MTNR1A
SCT_ADRA2A
EFNB1_GRM7
EFNB1_ITGB2
EFNB1_FGFR2
EFNB1_FGFR4
EFNB1_FGFR1
EFNB1_ITGAM
EFNB1_ITGB3
EFNB1_LRP1
EFNB1_ITGB1
EFNB1_EPHA7
EFNB1_ITGB5
EFNB1_ITGAV
DLL3_ITGB5
DLL3_ITGB1
DLL3_LRP1
DLL3_ITGB3
DLL3_ITGB2
SEMA4G_ITGB2
SEMA4G_EGFR
SEMA4G_ITGB3
SEMA4G_LRP1
SEMA4G_ITGB1
SEMA4G_LRP2
SEMA4G_ITGAV
SEMA4G_ITGA3
EFNA2_ITGB1
EFNA2_LRP1
EFNA2_EGFR
EFNA2_GRM7
EFNA2_FGFR1
EFNA2_FGFR3
EFNA2_FGFR4
EFNA2_FGFR2
EFNA2_EPHB1
EFNA2_EPHB2
FGF22_FGFR3
MADCAM1_LRP1
MADCAM1_ITGB1
MADCAM1_LRP2
OSM_EGFR
OSM_GRM7
TCN2_EGFR
TCN2_ITGB1
TCN2_LRP1
LGALS1_EGFR
NID2_EGFR
NID2_LRP1
GZMB_LRP1
GZMB_ITGB1
GZMB_LRP2
GZMB_GRM7
RSPO4_ITGB1
RSPO4_LRP6
OXT_MTNR1A
OXT_ADRA2A
OXT_GPR84
OXT_ADRB2
OXT_VIPR1
OXT_GPR20
F9_ITGB2
F9_EGFR
F9_ITGB3
F9_ITGB1
F9_LRP2
MMP2_CD44
MMP2_ITGB1
MMP2_ITGB3
MMP2_ITGAM
MMP2_LRP1
MMP2_EGFR
MMP2_ITGB2
CCL22_MTNR1A
CCL17_MTNR1A
CCL17_GRM7
CCL17_ADRA2A
CCL17_GPR20
CCL17_DPP4
CCL17_CXCR3
TG_LDLR
TG_ITGAV
TG_ITGA2
TG_ITGA1
TG_LRP1
TG_ITGB3
TG_ITGB1
TG_CD44
TG_ITGB5
TG_ITGB2
TG_EGFR
PLAT_EGFR
PLAT_ITGB5
PLAT_LRP2
PLAT_ITGB1
PLAT_ITGB3
PLAT_LRP6
PLAT_ITGAV
DKK4_LRP1
LHB_ADRA2A
LHB_GRM7
LHB_MTNR1A
AMH_ITGB1
AMH_LRP2
AMH_ACVR2B
AMH_ACVR2A
EBI3_EGFR
TGFB1_GRM7
TGFB1_NRP1
TGFB1_ITGB2
TGFB1_ERBB4
TGFB1_LRP2
TGFB1_CD44
TGFB1_LRP1
TGFB1_LRP6
TGFB1_ACVR1
TGFB1_ITGAM
TGFB1_ACVR2A
TGFB1_ITGA9
TGFB1_BMPR1B
TGFB1_ACVR1B
TGFB1_BMPR2
TGFB1_ACVR2B
TGFB1_BMPR1A
TGFB1_ERBB3
TGFB1_SDC1
ICAM5_LRP1
ICAM5_LRP2
ICAM5_ITGB1
ICAM5_EGFR
CEACAM5_EGFR
CEACAM5_LRP1
COMP_LRP1
COMP_LRP2
COMP_ITGB5
COMP_EGFR
COMP_ITGAV
COMP_ITGA2
HGF_ITGA2
HGF_ITGA1
HGF_ITGAV
HGF_ERBB3
HGF_ITGA9
HGF_ITGA3
HGF_EGFR
HGF_ITGB2
HGF_NOTCH2
HGF_ITGB5
HGF_LRP2
HGF_LRP1
HGF_ITGB3
LAMB1_ITGB3
LAMB1_ITGAM
LAMB1_LRP5
LAMB1_LRP6
LAMB1_LRP1
LAMB1_LRP2
LAMB1_ITGB5
LAMB1_ITGB2
LAMB1_EGFR
LAMB1_NRP1
LAMB1_ITGA9
LAMB1_ITGA5
WNT16_LRP2
WNT16_ITGB1
WNT16_LRP1
WNT16_LRP6
SERPINE1_ITGB3
SERPINE1_ITGB1
SERPINE1_EGFR
SERPINE1_ITGB2
SERPINE1_LDLR
C5_EGFR
RLN1_GRM7
RLN1_MTNR1A
RLN1_TSHR
WNT3_EGFR
WNT3_ITGB1
WNT3_LRP2
WNT3_ITGB3
WNT3_LRP5
WNT3_FZD2
WNT3_LRP1
WNT3_FZD4
WNT3_FZD3
CCL2_MTNR1A
CCL2_ADRA2A
CCL2_TSHR
CCL2_GPR84
CCL1_MTNR1A
CCL1_GRM7
CCL13_GRM7
CCL13_MTNR1A
CCL13_ADRA2A
CCL13_GPR84
CCL13_TSHR
CCL13_GPR20
CCL13_ADRB2
CCL13_DPP4
CCL13_CCR4
CCL13_CCR10
COL1A1_ITGA2B
COL1A1_MAG
COL1A1_ITGA3
COL1A1_ITGAM
COL1A1_ITGB3
COL1A1_ITGB5
COL1A1_ITGB2
COL1A1_EGFR
EFNB3_EGFR
EFNB3_GRM7
EFNB3_FGFR1
EFNB3_EPHA7
EFNB3_ITGB1
VTN_ITGA4
VTN_LRP2
VTN_CD44
VTN_ITGAM
VTN_ACVR1
VTN_LRP6
VTN_LRP1
VTN_ITGB2
VTN_ERBB2
VTN_NRP1
VTN_EGFR
VTN_BMPR1A
VTN_BMPR2
VTN_LDLR
VTN_ERBB3
VTN_VLDLR
VTN_ITGA1
VTN_ITGA6
IBSP_ITGB1
CXCL6_CXCR3
APOC3_ITGB1
APOC3_DPP4
APOC3_ADRA2A
APOC3_GRM7
APOC3_MTNR1A
APOC3_TSHR
APOC3_ADRB2
APOC3_RAMP3
APOC3_ADCYAP1R1
APOC3_RAMP2
SELPLG_GRM7
SELPLG_EGFR
SELPLG_LRP1
SELPLG_ITGB3
SELPLG_ITGB1
SELPLG_LRP2
SELPLG_ITGB5
LAMA4_ITGB5
LAMA4_LRP2
LAMA4_ITGB3
LAMA4_ITGAM
LAMA4_LRP1
LAMA4_EGFR
LAMA4_ITGB2
LAMA4_LDLR
LAMA4_ITGA1
LAMA4_ITGA2
LAMA4_ITGA9
IL12B_ITGB1
IL4_GRM7
IL4_MTNR1A
IL4_ADRA2A
IL5_MTNR1A
IL5_GRM7
SEMA3G_NRP1
SEMA3G_EGFR
SEMA3G_ITGB1
SEMA3G_LRP2
SEMA3G_LRP1
SEMA3G_ITGAV
LTF_LDLR
LTF_LRP6
LTF_ITGB3
LTF_LRP2
LTF_ITGB1
LTF_EGFR
HRG_EGFR
HRG_ITGB1
HRG_LRP2
HRG_LRP1
TFPI_LRP2
TFPI_ITGB1
TFPI_EGFR
APOB_EGFR
APOB_GRM7
APOB_ERBB4
APOB_FGFR1
APOB_ERBB2
APOB_ITGB1
APOB_CD44
APOB_ITGB5
APOB_ITGA4
APOB_SDC2
APOB_ITGB3
APOB_TLR2
APOB_ITGAV
APOB_ITGA6
APOB_ITGA2
APOB_ITGA3
APOB_GPC1
APOB_TLR1
PROC_ITGAV
PROC_ITGB3
PROC_LRP1
PROC_LRP2
PROC_ITGB1
PROC_EGFR
ANGPTL1_EGFR
APOA1_ITGB1
FGF23_ITGB1
FGF23_EGFR
FGF23_GRM7
TGFB3_EGFR
TGFB3_ITGB2
TGFB3_CD44
TGFB3_ACVR1
TGFB3_ITGAV
TGFB3_LDLR
TGFB3_BMPR2
TGFB3_BMPR1A
TGFB3_ACVR2B
TGFB3_BMPR1B
TGFB3_ACVR2A
IAPP_ACKR2
IAPP_GRM7
IAPP_MTNR1A
IAPP_ADRA2A
TNFSF10_EGFR
INHBA_LRP1
INHBA_LRP6
INHBA_ITGAM
INHBA_CD44
INHBA_LRP2
INHBA_BMPR2
INHA_ACVR1B
INHA_EGFR
EREG_LRP1
EFNB2_EPHA7
EFNB2_EGFR
EFNB2_GRM7
EFNB2_ERBB4
EFNB2_FGFR1
EFNB2_ERBB2
EFNB2_ITGAV
EFNB2_ITGA1
BMP4_ITGAV
BMP4_ACVR2B
BMP4_ACVR2A
BMP4_ITGB1
BMP4_LRP1
BMP4_ACVR1
PSPN_GRM7
PSPN_MTNR1A
PSPN_ADRA2A
C3_EGFR
C3_ADRB2
C3_ITGB1
C3_ITGB5
C3_LRP2
C3_ITGA3
C3_ITGA5
C3_ITGA1
C3_ITGA2
VASP_ITGB1
GDF1_ACVR1
GDF1_EGFR
LIF_EGFR
TPH1_EGFR
TPH1_ADRA2A
TPH1_MTNR1A
TPH1_ADRB2
TPH1_ITGAM
TPH1_TLR4
TPH1_HRH4
APOE_ITGAV
APOE_ITGB3
APOE_ITGB1
APOE_CD44
APOE_ADRB2
APOE_ITGB2
APOE_MTNR1A
APOE_GRM7
APOE_ADRA2A
APOE_EGFR
APOC2_GRM7
BMP15_EGFR
BMP15_ITGB1
BMP15_ACVR2B
EPO_GRM7
LAMA5_EGFR
LAMA5_ITGB2
LAMA5_LRP2
LAMA5_ITGB5
LAMA5_ITGB3
LAMA5_ITGAV
LAMA5_ITGA1
JAG1_LRP1
JAG1_ITGB1
JAG1_EGFR
NTS_GRM7
NTS_ADRA2A
TSHB_ADRA2A
TSHB_GRM7
TSHB_MTNR1A
FST_ITGB1
GRP_MTNR1A
GRP_RAMP3
GRP_GPR20
GRP_TSHR
SPX_MTNR1A
SPX_GRM7
SPX_ADRA2A
DSC1_EGFR
DSC1_LRP2
DSC1_CD44
DSC1_LRP1
SEMA6A_ITGB1
LACRT_GRM7
GDF11_EGFR
GDF11_ITGB1
GDF11_LRP2
GDF11_LRP1
GDF11_ACVR1
LAMC1_LRP5
LAMC1_LRP6
LAMC1_ITGAM
LAMC1_ITGB3
LAMC1_LRP1
LAMC1_LRP2
LAMC1_ITGB5
LAMC1_EGFR
LAMC1_NRP1
LAMC1_ITGA5
LAMC1_ITGA9
IL1RN_GRM7
IL1RN_EGFR
IL1RN_LRP1
CFC1_ITGB1
CFC1_EGFR
CFC1_ACVR2B
CCN3_EGFR
CCN3_NOTCH2
CCL21_GPR84
CCL21_VIPR1
CCL21_ADRB2
CCL21_PTH1R
CCL21_ADCYAP1R1
CCL21_ACKR1
CCL21_CCR2
CCL21_CCR3
CCL27_CCR3
CCL27_CXCR3
CCL27_CCR2
CCL27_ACKR1
CCL27_ADRB3
TGS1_EGFR
TGS1_LRP1
TGS1_ITGB3
TGS1_ITGB1
TGS1_ITGB5
TGS1_CD44
MMP7_ITGB1
MMP7_LRP1
MMP7_EGFR
MMP7_GRM7
THBS1_NRP1
THBS1_EGFR
THBS1_ITGB2
THBS1_SDC2
THBS1_LRP6
THBS1_ITGAM
THBS1_ITGB6
THBS1_LRP2
THBS1_ITGB5
THBS1_ITGA5
THBS1_ITGA1
THBS1_ITGA2
THBS1_ITGAV
THBS1_ITGA9
ADAM10_ITGA9
ADAM10_GPC1
ADAM10_ITGA3
ADAM10_ITGB4
ADAM10_BMPR1B
ADAM10_NRXN1
ADAM10_ITGAV
ADAM10_SDC1
ADAM10_ITGA6
ADAM10_ITGA2
ADAM10_ITGA1
ADAM10_PLAUR
ADAM10_ITGA5
ADAM10_KDR
ADAM10_CD93
ADAM10_ACVR1B
ADAM10_TEK
ADAM10_BMPR2
ADAM10_BMPR1A
ADAM10_VLDLR
ADAM10_ERBB3
ADAM10_LDLR
ADAM10_SDC4
ADAM10_ITGB5
ADAM10_NOTCH3
ADAM10_ITGA4
ADAM10_LRP2
ADAM10_ITGB6
ADAM10_ITGAM
ADAM10_SMAD3
ADAM10_ITGB3
ADAM10_ACVR1
ADAM10_LRP5
ADAM10_SDC2
ADAM10_LRP1
ADAM10_ITGB2
ADAM10_ERBB4
ADAM10_FGFR1
ADAM10_FGFR3
ADAM10_FGFR2
ADAM10_FGFR4
ADAM10_ERBB2
ADAM10_ADRB2
ADAM10_EGFR
ADAM10_NRP2
ADAM10_ADRA2A
ADAM10_NRP1
ADAM10_GRM7
MSTN_ITGB1
COL8A1_ITGB1
VWF_NOTCH3
VWF_LRP6
VWF_ITGAM
VWF_EGFR
VWF_NOTCH2
VWF_NOTCH1
VWF_ITGB2
VWF_ITGA5
VWF_ITGA6
VWF_SDC1
VWF_ITGAV
VWF_ITGA3
VWF_ITGA9
CDH1_ITGA3
CDH1_ITGAV
CDH1_ITGA6
CDH1_ITGA1
CDH1_ITGA2
CDH1_ITGA5
CDH1_ITGA2B
CDH1_LDLR
CDH1_VLDLR
CDH1_BMPR2
CDH1_ITGB2
CDH1_ERBB2
CDH1_GRM7
CDH1_NRP1
CDH1_ITGAM
CDH1_LRP1
CDH1_ITGB5
CDH1_ITGA4
CDH1_LRP2
CDH1_CD44
SEMA7A_LRP2
SEMA7A_LRP1
SEMA7A_ITGB3
SEMA7A_EGFR
SEMA7A_ITGB2
SEMA7A_ITGAV
ANOS1_EGFR
TIMP2_LRP1
TIMP2_LRP2
LGALS3BP_LRP1
IL1A_EGFR
IL1B_EGFR
IL1B_LRP2
MIA_GRM7
LCN1_GRM7
LCN1_ADRA2A
CNTN3_EGFR
CNTN3_LRP2
CNTN3_ITGB1
CNTN3_LRP1
CNTN3_ITGAV
FARP2_LRP1
FARP2_ITGB1
FARP2_LRP2
FARP2_EGFR
LAMC2_EGFR
LAMC2_ITGB2
LAMC2_LRP2
LAMC2_ITGB5
LAMC2_LRP1
LAMC2_ITGB3
LAMC2_LRP6
LAMC2_ITGAM
LAMC2_ITGAV
LAMC2_ITGA1
LAMC2_ITGA5
LAMC2_ITGA9
NID1_ITGA9
NID1_ITGA5
NID1_ITGA2
NID1_ITGA6
NID1_ITGAM
NID1_LRP1
NID1_ITGB5
NID1_LRP2
NID1_CD44
NID1_ITGB2
NID1_EGFR
NMU_ADRB2
IL21_GRM7
IL21_MTNR1A
FGF2_EGFR
FGF2_ITGB1
FGF2_BMPR2
FGF2_BMPR1A
FGF2_ACVR2B
FGF2_ACVR2A
WNT5A_FZD10
WNT5A_ACVR2A
WNT5A_TGFBR3
WNT5A_ITGA9
WNT5A_ITGA3
WNT5A_ACVR2B
WNT5A_BMPR1A
WNT5A_BMPR1B
WNT5A_ACVR1B
WNT5A_BMPR2
WNT5A_VLDLR
WNT5A_ITGA6
WNT5A_ITGA1
WNT5A_ITGAV
WNT5A_ITGA2
WNT5A_ITGB1
WNT5A_ITGB5
WNT5A_CD44
WNT5A_ITGAM
WNT5A_ITGB3
WNT5A_EGFR
WNT5A_GRM7
WNT5A_NRP1
WNT5A_ADRA2A
WNT5A_ERBB2
WNT5A_TSHR
WNT5A_ITGB2
WNT5A_ERBB4
WNT5A_FGFR2
FGF10_FGFR3
FGF10_GRM7
ICAM1_LRP1
ICAM1_CD44
ICAM1_ITGB5
ICAM1_LRP2
ICAM1_ITGB1
ICAM1_ITGAV
ICAM1_ITGA5
OLFM2_EGFR
F13A1_EGFR
F13A1_CD44
F13A1_ITGB3
F13A1_ITGA2
KNG1_ITGA2
KNG1_ITGAV
KNG1_ITGA1
KNG1_ITGA5
KNG1_KDR
KNG1_TLR4
KNG1_ITGA3
KNG1_ITGA9
KNG1_ITGB3
KNG1_LRP1
KNG1_CD44
KNG1_ITGA4
