A2M_ACVR1B
AGT_DRD2
AGT_DRD3
AGT_DRD4
AGT_DRD5
AGT_EDNRA
AGT_EDNRB
AGT_EGFR
AGT_EPHB2
AGT_ESR1
AGT_ESR2
AGT_F2R
AGT_F2RL1
AGT_F2RL2
AGT_F2RL3
AGT_F3
AGT_FFAR2
AGT_FFAR3
AGT_FGFR1
AGT_FGFR2
AGT_FGFR4
AGT_FLT1
AGT_FPR1
AGT_FPR2
AGT_FZD1
AGT_FZD10
AGT_FZD2
AGT_FZD3
AGT_FZD4
AGT_FZD5
AGT_FZD6
AGT_FZD7
AGT_FZD8
AGT_GABBR1
AGT_GABBR2
AGT_GABRA1
AGT_GABRA2
AGT_GABRA3
AGT_GABRA4
AGT_GABRA6
AGT_GABRB1
AGT_GABRB2
AGT_GABRB3
AGT_GABRG2
AGT_GALR1
AGT_GALR2
AGT_GCGR
AGT_GHSR
AGT_GNRHR
AGT_GPBAR1
AGT_GPC1
AGT_GPER1
AGT_GPR132
AGT_GPR17
AGT_GPR18
AGT_GPR4
AGT_GPR55
AGT_GPR65
AGT_GPR68
AGT_GPRC6A
AGT_GRIA2
AGT_GRIN1
AGT_GRM1
AGT_GRM2
AGT_GRM3
AGT_GRM4
AGT_GRM5
AGT_GRM6
AGT_GRM7
AGT_GRM8
AGT_GRPR
AGT_HCAR1
AGT_HCAR2
AGT_HCAR3
AGT_HCRTR1
AGT_HCRTR2
AGT_HRH1
AGT_HRH3
AGT_HRH4
AGT_HTR1A
AGT_HTR1B
AGT_HTR1D
AGT_HTR1F
AGT_HTR2A
AGT_HTR2B
AGT_HTR2C
AGT_HTR5A
AGT_HTR7
AGT_ICAM1
AGT_IFNGR1
AGT_IL1R1
AGT_IL6ST
AGT_ITGA2
AGT_KCNJ10
AGT_KISS1R
AGT_KRT1
AGT_LDLR
AGT_LPAR1
AGT_LPAR2
AGT_LPAR3
AGT_LPAR4
AGT_LPAR5
AGT_LPAR6
AGT_LRP1
AGT_LRP2
AGT_LTB4R
AGT_LTB4R2
AGT_MARCO
AGT_MC2R
AGT_MCHR1
AGT_MET
AGT_MTNR1A
AGT_MTNR1B
AGT_MYLK
AGT_NMBR
AGT_NMUR1
AGT_NMUR2
AGT_NOTCH1
AGT_NOTCH4
AGT_NPBWR1
AGT_NPFFR1
AGT_NPFFR2
AGT_NPR2
AGT_NPSR1
AGT_NPY1R
AGT_NPY2R
AGT_NPY4R
AGT_NPY5R
AGT_NRXN1
AGT_NTSR1
AGT_OCLN
AGT_OPN4
AGT_OPRD1
AGT_OPRK1
AGT_OPRL1
AGT_OPRM1
AGT_OXGR1
AGT_OXTR
AGT_P2RY1
AGT_P2RY10
AGT_P2RY12
AGT_P2RY13
AGT_P2RY14
AGT_P2RY2
AGT_P2RY4
AGT_P2RY6
AGT_PGR
AGT_PKD2
AGT_PLAUR
AGT_PLD2
AGT_PRLR
AGT_PRNP
AGT_PTAFR
AGT_PTGDR
AGT_PTGDR2
AGT_PTGER1
AGT_PTGER2
AGT_PTGER3
AGT_PTGER4
AGT_PTGFR
AGT_PTGIR
AGT_PTK2B
AGT_PTPN6
AGT_QRFPR
AGT_RPSA
AGT_RXFP3
AGT_RXFP4
AGT_RYR1
AGT_RYR2
AGT_S1PR1
AGT_S1PR3
AGT_S1PR4
AGT_S1PR5
AGT_SDC2
AGT_SMO
AGT_SORL1
AGT_SORT1
AGT_SSTR1
AGT_SSTR2
AGT_SSTR3
AGT_SSTR4
AGT_SSTR5
AGT_SUCNR1
AGT_SV2A
AGT_TACR1
AGT_TACR2
AGT_TACR3
AGT_TAS2R1
AGT_TAS2R10
AGT_TAS2R13
AGT_TAS2R14
AGT_TAS2R16
AGT_TAS2R31
AGT_TAS2R38
AGT_TAS2R39
AGT_TAS2R4
AGT_TAS2R40
AGT_TAS2R46
AGT_TAS2R60
AGT_TAS2R7
AGT_TBXA2R
AGT_TLR4
AGT_TNFRSF11B
AGT_TNFRSF1A
AGT_TRPV1
AGT_TRPV4
AGT_UTS2R
AGT_VDR
AGT_VTN
AGT_XCR1
AIMP1_AMOT
AIMP1_CD40LG
AIMP1_CUL5
AIMP1_FAS
AIMP1_HMMR
AIMP1_LRP5
AIMP1_MCC
AIMP1_MYLK
AIMP1_NTRK1
AIMP1_PTPN6
AIMP1_RPSA
AIMP1_RRBP1
AIMP1_SDC4
AIMP1_SELP
ALCAM_CD6
ALCAM_CDH1
ALCAM_EGFR
ALCAM_ENG
ALCAM_ICAM1
ALCAM_L1CAM
ALCAM_NGFR
ALCAM_NTRK1
ALCAM_VCAM1
ALOX5AP_ALOX5
ALOX5AP_CYSLTR1
ALOX5AP_CYSLTR2
ALOX5AP_ITGAM
ALOX5AP_ITGB2
ALOX5AP_LTB4R
ALOX5AP_LTB4R2
ALOX5AP_OPRM1
AMH_ACVR1
AMH_AMHR2
AMH_AR
AMH_EGFR
AMH_ESR1
AMH_ESR2
AMH_FSHR
AMH_PGR
AMH_PTPN6
AMH_VDR
AMIGO1_GABRA3
AMIGO1_GPR183
AMIGO1_IL17RB
AMIGO1_PTPRK
AMIGO2_AMIGO1
ANGPT1_AGER
ANGPT1_CDH5
ANGPT1_FGFRL1
ANGPT1_FLT1
ANGPT1_FZD2
ANGPT1_ITGA5
ANGPT1_ITGB1
ANGPT1_KDR
ANGPT1_KIT
ANGPT1_LRP8
ANGPT1_MET
ANGPT1_MPL
ANGPT1_PDGFRB
ANGPT1_PIK3CB
ANGPT1_PLD2
ANGPT1_PTCH2
ANGPT1_ROBO1
ANGPT1_TEK
ANGPT1_TIE1
ANGPT1_TLR4
ANGPT1_VTN
ANGPT2_AGTR2
ANGPT2_CXCR4
ANGPT2_ESR1
ANGPT2_ICAM1
ANGPT2_ITGA5
ANGPT2_ITGAV
ANGPT2_ITGB1
ANGPT2_ITGB2
ANGPT2_ITGB4
ANGPT2_KDR
ANGPT2_LRP8
ANGPT2_NRP2
ANGPT2_ROBO1
ANGPT2_SELE
ANGPT2_TEK
ANGPT2_TIE1
ANGPT2_VCAM1
ANGPT2_VTN
ANGPT4_TEK
ANGPT4_TIE1
ANGPTL1_TEK
ANGPTL3_CELSR2
ANGPTL3_ITGA5
ANGPTL3_ITGAV
ANGPTL3_ITGB3
ANGPTL3_LDLR
ANGPTL3_SORT1
ANXA1_ACKR3
ANXA1_ADORA1
ANXA1_ADORA3
ANXA1_ADRA1A
ANXA1_ADRA1B
ANXA1_ADRA1D
ANXA1_ADRA2A
ANXA1_ADRA2B
ANXA1_ADRA2C
ANXA1_AGTR1
ANXA1_AGTR2
ANXA1_ANXA6
ANXA1_APLNR
ANXA1_AVPR1A
ANXA1_AVPR1B
ANXA1_BDKRB1
ANXA1_BDKRB2
ANXA1_BMPR1A
ANXA1_C3AR1
ANXA1_C5AR1
ANXA1_CASR
ANXA1_CCKAR
ANXA1_CCKBR
ANXA1_CCR1
ANXA1_CCR10
ANXA1_CCR2
ANXA1_CCR3
ANXA1_CCR4
ANXA1_CCR5
ANXA1_CCR6
ANXA1_CCR7
ANXA1_CCR8
ANXA1_CCR9
ANXA1_CD4
ANXA1_CD44
ANXA1_CDH1
ANXA1_CHRM1
ANXA1_CHRM2
ANXA1_CHRM3
ANXA1_CHRM4
ANXA1_CHRM5
ANXA1_CLEC7A
ANXA1_CNR1
ANXA1_CNR2
ANXA1_CUL5
ANXA1_CXCR1
ANXA1_CXCR2
ANXA1_CXCR3
ANXA1_CXCR4
ANXA1_CXCR6
ANXA1_CYSLTR1
ANXA1_CYSLTR2
ANXA1_DAB2
ANXA1_DDR2
ANXA1_DLG3
ANXA1_DRD2
ANXA1_DRD3
ANXA1_DRD4
ANXA1_DSG2
ANXA1_EDNRA
ANXA1_EDNRB
ANXA1_EGFR
ANXA1_EPHA5
ANXA1_ERBB2
ANXA1_F2R
ANXA1_F2RL1
ANXA1_F2RL2
ANXA1_F2RL3
ANXA1_FAS
ANXA1_FFAR2
ANXA1_FFAR3
ANXA1_FPR1
ANXA1_FPR2
ANXA1_FPR3
ANXA1_GABBR1
ANXA1_GABBR2
ANXA1_GALR1
ANXA1_GALR2
ANXA1_GCGR
ANXA1_GHSR
ANXA1_GNRHR
ANXA1_GPC4
ANXA1_GPER1
ANXA1_GPR132
ANXA1_GPR17
ANXA1_GPR18
ANXA1_GPR4
ANXA1_GPR55
ANXA1_GPR65
ANXA1_GPR68
ANXA1_GPRC6A
ANXA1_GRM1
ANXA1_GRM2
ANXA1_GRM3
ANXA1_GRM4
ANXA1_GRM5
ANXA1_GRM6
ANXA1_GRM7
ANXA1_GRM8
ANXA1_GRPR
ANXA1_HCAR1
ANXA1_HCAR2
ANXA1_HCAR3
ANXA1_HCRTR1
ANXA1_HCRTR2
ANXA1_HMMR
ANXA1_HRH1
ANXA1_HRH3
ANXA1_HRH4
ANXA1_HTR1A
ANXA1_HTR1B
ANXA1_HTR1D
ANXA1_HTR1F
ANXA1_HTR2A
ANXA1_HTR2B
ANXA1_HTR2C
ANXA1_HTR5A
ANXA1_ITGA4
ANXA1_KISS1R
ANXA1_LIFR
ANXA1_LPAR1
ANXA1_LPAR2
ANXA1_LPAR3
ANXA1_LPAR4
ANXA1_LPAR5
ANXA1_LPAR6
ANXA1_LRP10
ANXA1_LTB4R
ANXA1_LTB4R2
ANXA1_MCC
ANXA1_MCHR1
ANXA1_MET
ANXA1_MTNR1A
ANXA1_MTNR1B
ANXA1_NMBR
ANXA1_NMUR1
ANXA1_NMUR2
ANXA1_NPBWR1
ANXA1_NPFFR1
ANXA1_NPFFR2
ANXA1_NPSR1
ANXA1_NPY1R
ANXA1_NPY2R
ANXA1_NPY4R
ANXA1_NPY5R
ANXA1_NTSR1
ANXA1_OPN4
ANXA1_OPRD1
ANXA1_OPRK1
ANXA1_OPRL1
ANXA1_OPRM1
ANXA1_OXGR1
ANXA1_OXTR
ANXA1_P2RY1
ANXA1_P2RY10
ANXA1_P2RY12
ANXA1_P2RY13
ANXA1_P2RY14
ANXA1_P2RY2
ANXA1_P2RY4
ANXA1_P2RY6
ANXA1_PCDH7
ANXA1_PIGR
ANXA1_PTAFR
ANXA1_PTGDR
ANXA1_PTGDR2
ANXA1_PTGER1
ANXA1_PTGER2
ANXA1_PTGER3
ANXA1_PTGER4
ANXA1_PTGFR
ANXA1_PTPN6
ANXA1_PTPRD
ANXA1_PTPRF
ANXA1_QRFPR
ANXA1_RPSA
ANXA1_RXFP3
ANXA1_RXFP4
ANXA1_S1PR1
ANXA1_S1PR3
ANXA1_S1PR4
ANXA1_S1PR5
ANXA1_SELL
ANXA1_SSTR1
ANXA1_SSTR2
ANXA1_SSTR3
ANXA1_SSTR4
ANXA1_SSTR5
ANXA1_SUCNR1
ANXA1_TACR1
ANXA1_TACR2
ANXA1_TACR3
ANXA1_TAS2R1
ANXA1_TAS2R10
ANXA1_TAS2R13
ANXA1_TAS2R14
ANXA1_TAS2R16
ANXA1_TAS2R31
ANXA1_TAS2R38
ANXA1_TAS2R39
ANXA1_TAS2R4
ANXA1_TAS2R40
ANXA1_TAS2R46
ANXA1_TAS2R60
ANXA1_TAS2R7
ANXA1_TBXA2R
ANXA1_TNFRSF11B
ANXA1_UTS2R
ANXA1_VCAM1
ANXA1_XCR1
ANXA1_XPR1
APLN_ACKR3
APLN_ADORA1
APLN_ADORA3
APLN_ADRA1A
APLN_ADRA2A
APLN_ADRA2B
APLN_ADRA2C
APLN_AGTR2
APLN_APLNR
APLN_BDKRB1
APLN_BDKRB2
APLN_C3AR1
APLN_C5AR1
APLN_CASR
APLN_CCR1
APLN_CCR10
APLN_CCR2
APLN_CCR3
APLN_CCR4
APLN_CCR5
APLN_CCR6
APLN_CCR7
APLN_CCR8
APLN_CCR9
APLN_CHRM2
APLN_CHRM4
APLN_CNR1
APLN_CNR2
APLN_CXCR1
APLN_CXCR2
APLN_CXCR3
APLN_CXCR4
APLN_CXCR6
APLN_CYSLTR2
APLN_DRD2
APLN_DRD3
APLN_DRD4
APLN_ERBB2
APLN_FPR1
APLN_FPR2
APLN_GABBR1
APLN_GABBR2
APLN_GALR1
APLN_GALR2
APLN_GPER1
APLN_GPR17
APLN_GPR18
APLN_GPR55
APLN_GRM2
APLN_GRM3
APLN_GRM4
APLN_GRM6
APLN_GRM7
APLN_GRM8
APLN_HCAR1
APLN_HCAR2
APLN_HCAR3
APLN_HRH3
APLN_HRH4
APLN_HTR1A
APLN_HTR1B
APLN_HTR1D
APLN_HTR1F
APLN_HTR5A
APLN_L1CAM
APLN_LPAR1
APLN_LPAR2
APLN_LPAR3
APLN_LPAR5
APLN_MCHR1
APLN_MTNR1A
APLN_MTNR1B
APLN_NMUR1
APLN_NMUR2
APLN_NPBWR1
APLN_NPY1R
APLN_NPY2R
APLN_NPY4R
APLN_NPY5R
APLN_NRP1
APLN_OPRD1
APLN_OPRK1
APLN_OPRL1
APLN_OPRM1
APLN_OXGR1
APLN_P2RY12
APLN_P2RY13
APLN_P2RY14
APLN_P2RY4
APLN_PTGDR2
APLN_PTGER3
APLN_RXFP3
APLN_RXFP4
APLN_S1PR1
APLN_S1PR3
APLN_S1PR4
APLN_S1PR5
APLN_SSTR1
APLN_SSTR2
APLN_SSTR3
APLN_SSTR4
APLN_SSTR5
APLN_SUCNR1
APLN_TAS2R1
APLN_TAS2R10
APLN_TAS2R13
APLN_TAS2R14
APLN_TAS2R16
APLN_TAS2R31
APLN_TAS2R38
APLN_TAS2R39
APLN_TAS2R4
APLN_TAS2R40
APLN_TAS2R46
APLN_TAS2R60
APLN_TAS2R7
APOA1_ABCA1
APOA1_ABCA7
APOA1_ADRA1B
APOA1_ATP5B
APOA1_C5AR1
APOA1_CD36
APOA1_CD40LG
APOA1_CLCA2
APOA1_CUBN
APOA1_DERL1
APOA1_F3
APOA1_FGFR4
APOA1_GABBR1
APOA1_GPC1
APOA1_GPC4
APOA1_GPC6
APOA1_HCAR2
APOA1_IL7R
APOA1_ITGA2
APOA1_ITGA2B
APOA1_ITGB5
APOA1_KRT1
APOA1_LDLR
APOA1_LRP1
APOA1_LRP2
APOA1_LRP8
APOA1_MSR1
APOA1_OR8D2
APOA1_PCDH1
APOA1_PDE1A
APOA1_PIGR
APOA1_PLD2
APOA1_PTPRD
APOA1_ROBO3
APOA1_RYR1
APOA1_RYR2
APOA1_SCARB1
APOA1_SDC1
APOA1_SDC2
APOA1_SDC3
APOA1_SDC4
APOA1_SLC1A5
APOA1_SV2A
APOA1_TLR4
APOA1_VCAM1
APOA1_VDR
APOB_ABCA1
APOB_ADRB2
APOB_AGER
APOB_AGTR1
APOB_CALCR
APOB_CD36
APOB_CD3D
APOB_CD3G
APOB_CD4
APOB_CFTR
APOB_CHRM2
APOB_COLEC12
APOB_DAB2
APOB_DERL1
APOB_EGFR
APOB_ERBB2
APOB_F3
APOB_FZD4
APOB_GPC1
APOB_GPC4
APOB_GPC6
APOB_IGF2R
APOB_IL7R
APOB_ITGAM
APOB_ITGB2
APOB_LDLR
APOB_LRP1
APOB_LRP2
APOB_LRP6
APOB_LRP8
APOB_LSR
APOB_M6PR
APOB_MET
APOB_MSR1
APOB_NRP2
APOB_P2RY12
APOB_P2RY14
APOB_PDE1A
APOB_PTPRD
APOB_PTPRF
APOB_SCARB1
APOB_SCARB2
APOB_SCARF1
APOB_SDC1
APOB_SDC2
APOB_SDC3
APOB_SDC4
APOB_SORT1
APOB_TACR1
APOB_TFRC
APOB_TLR4
APOB_VLDLR
APOE_ABCA1
APOE_ACKR2
APOE_ADRA1B
APOE_ADRB2
APOE_ALOX5
APOE_AR
APOE_BDKRB2
APOE_CALM1
APOE_CASR
APOE_CCR5
APOE_CD28
APOE_CD36
APOE_CD40LG
APOE_CDH1
APOE_CDH5
APOE_CFTR
APOE_CLCA2
APOE_CX3CR1
APOE_CXCR2
APOE_CXCR3
APOE_CXCR4
APOE_CYSLTR2
APOE_DERL1
APOE_DRD1
APOE_DRD2
APOE_DRD3
APOE_DRD4
APOE_EDNRB
APOE_EGFR
APOE_EPHB2
APOE_ESR2
APOE_F2RL1
APOE_F2RL3
APOE_F3
APOE_FGFR1
APOE_FGFR4
APOE_GABBR1
APOE_GABBR2
APOE_GPC1
APOE_GPC4
APOE_GPC6
APOE_GRIA2
APOE_GRID2
APOE_GRIN1
APOE_GRM3
APOE_HRH1
APOE_IL1R1
APOE_INSR
APOE_ITGA2
APOE_ITGB5
APOE_KDR
APOE_KRT1
APOE_LDLR
APOE_LHCGR
APOE_LRP1
APOE_LRP2
APOE_LRP5
APOE_LRP8
APOE_MARCO
APOE_MET
APOE_MYLK
APOE_NCSTN
