HEBP1_GRM7
DCN_EGFR
DCN_ERBB4
GRN_TNFRSF1A
GRN_SORT1
GRN_TNFRSF1B
GRN_CLEC4M
GRN_EGFR
UTS2_UTS2R
ICAM3_CLEC4M
ICAM3_ITGB2
ICAM3_CD209
ICAM3_ITGAD
CEACAM1_CD209
CEACAM1_SELE
CEACAM1_EGFR
FGF4_FGFR2
FGF4_FGFR3
NTN1_UNC5D
NTN1_DCC
NTN1_UNC5A
NTN1_ADORA2B
NTN1_UNC5C
NTN1_NEO1
FGF20_FGFR3
FGF20_FGFR2
DLL3_NOTCH2
DLL3_NOTCH3
VCL_ITGB5
EFNA2_EPHA7
EFNA2_EPHA10
EFNA2_EPHA3
EFNA2_EPHA6
EFNA2_EPHA4
EFNA2_EPHA2
MADCAM1_ITGA4
MADCAM1_ITGB7
TCN2_CNR1
LGALS1_PTPRC
NID2_COL13A1
RSPO4_LGR4
RSPO4_LGR5
OXT_AVPR1A
OXT_OXTR
TIMP1_FGFR2
MMP2_PECAM1
MMP2_SDC2
CCL17_CCR4
CCL17_CCR8
DKK4_LRP6
LHB_LHCGR
LHB_VIPR1
LHB_ADCYAP1R1
LHB_GPR84
LHB_ADRB3
AMH_EGFR
AMH_ACVR1
AMH_AMHR2
COMP_CD36
COMP_ITGB3
LAMB1_ITGA7
LAMB1_ITGA2
LAMB1_ITGA3
WNT16_FZD6
PDAP1_PDGFRB
C5_GRM7
C5_C5AR2
C5_C5AR1
WNT3_RYK
WNT3_ROR2
WNT3_FZD5
WNT3_LRP6
CCL2_CCR4
CCL2_CCR1
CCL2_CCR10
CCL2_CCR3
COL1A1_CD93
COL1A1_DDR2
COL1A1_ITGA11
COL1A1_ITGA2
COL1A1_CD36
COL1A1_DDR1
EFNB3_RHBDL2
EFNB3_EPHA4
EFNB3_EPHB2
EFNB3_EPHB6
VTN_ITGB5
VTN_ITGA8
VTN_CD47
VTN_KDR
VTN_ITGA2B
VTN_TNFRSF11B
VTN_ITGB8
VTN_ITGB6
VTN_ITGB3
VTN_ITGA3
CXCL6_CXCR2
CXCL6_GRM7
IL2_IL2RG
IL2_CD53
APOC3_LDLR
APOC3_SDC2
APOC3_LRP1
KITLG_KIT
CLEC2B_KLRF1
IL23A_IL12RB1
IL23A_IL12RB2
FGF6_FGFR2
FGF6_FGFR3
IL26_IL10RB
IL26_IL20RA
IFNG_IFNGR2
IFNG_IFNGR1
GNB3_GABBR2
ULBP1_KLRK1
LAMA4_ITGA3
HBEGF_CD82
HBEGF_ERBB2
HBEGF_EGFR
HBEGF_ERBB4
HBEGF_CD9
LTF_LRP1
TFPI_LRP1
TFPI_F3
WNT6_FZD4
ANGPTL1_TEK
TGFB3_ITGB6
TGFB3_ITGB3
TGFB3_TGFBR2
TGFB3_ITGB5
IFNA7_IFNAR2
IFNA7_IFNAR1
IAPP_RAMP1
IAPP_CALCR
IAPP_GPR84
IAPP_ADRB3
IAPP_ADCYAP1R1
IAPP_VIPR1
TNFSF10_TNFRSF11B
TNFSF10_TNFRSF10B
TNFSF10_TNFRSF10D
TNFSF10_RIPK1
EREG_ERBB3
EREG_ERBB4
EREG_EGFR
EREG_ERBB2
EFNB2_EPHB2
EFNB2_EPHA4
EFNB2_EPHA6
EFNB2_EPHA3
EFNB2_EPHB6
EFNB2_PECAM1
EFNB2_RHBDL2
EFNB2_GRM1
BMP4_BMPR1A
BMP4_LRP6
PSPN_GFRA3
PSPN_SDC3
PSPN_GFRA4
TNFSF9_TNFRSF9
C3_CD46
C3_ITGAX
C3_CR1
C3_ITGAM
C3_C5AR2
C3_LRP1
C3_GRM7
C3_ITGB2
VASP_CXCR2
DLL4_NOTCH3
DLL4_NOTCH2
TPH1_HTR7
TPH1_HTR1A
TPH1_HTR1D
TPH1_HTR2C
TPH1_HTR2B
TPH1_HTR4
TPH1_HTR6
APOE_SORL1
APOE_SCARB1
APOE_LRP4
APOE_LDLR
APOE_LRP8
APOE_LRP6
APOE_SDC2
APOE_LRP1
NCAN_SDC3
BST2_LILRA4
F12_CD93
F12_GP1BA
CRP_CR1
TSHB_VIPR1
TSHB_ADCYAP1R1
TSHB_GPR84
TSHB_ADRB3
DSC1_DSG3
LACRT_SDC1
GDF11_BMPR1A
GDF11_ACVR1B
GDF11_ACVR2B
IL1RN_IL1R1
IL36A_IL36RN
CCL21_GRM7
CCL21_CCR7
MMP7_CD151
MMP7_SDC1
MMP7_ERBB4
THBS1_ITGA4
THBS1_LRP1
THBS1_SDC1
THBS1_ITGB3
THBS1_CD36
THBS1_SCARB1
THBS1_ITGA2B
THBS1_TNFRSF11B
THBS1_CD47
THBS1_ITGA3
MSTN_ACVR2B
VWF_LRP1
VWF_ITGB3
VWF_GP1BA
VWF_ITGA2B
VWF_TNFRSF11B
VWF_SELP
VWF_SCARA5
VWF_STAB2
VWF_SIRPA
CDH1_KLRG1
CDH1_ITGAE
CDH1_PTPRM
CDH1_ERBB3
CDH1_ITGB7
CDH1_EGFR
TIMP2_ITGA3
IL1A_IL1R1
IL1B_IL1R1
IL1B_SIGIRR
IL7_IL7R
IL7_IL2RG
CKLF_CCR4
CKLF_LRP6
FARP2_PLXNA1
FARP2_PLXNA3
LAMC2_CD151
LAMC2_ITGA2
LAMC2_COL17A1
LAMC2_ITGA3
NID1_ITGA3
NID1_ITGB3
NID1_COL13A1
NMU_GRM7
NMU_NMUR1
NMU_NMUR2
FGF2_SDC3
FGF2_SDC2
FGF2_SDC1
FGF2_FGFR3
FGF2_FGFR2
FGF2_GPC4
FGF10_FGFR2
OLFM2_ROBO2
F13A1_ITGA9
F13A1_ITGA4
KNG1_ITGAM
KNG1_SDC2
KNG1_CD93
KNG1_GP1BA
KNG1_GRM7
KNG1_ITGB2
KNG1_BDKRB1
KNG1_RXFP4
EGF_FSHR
EGF_AXL
EGF_EGFR
EGF_ERBB4
EGF_ERBB2
EGF_RHBDL2
EGF_LDLR
EGF_ERBB3
WNT2_FZD4
WNT2_FZD2
WNT2_LRP6
WNT2_FZD5
WNT2_FZD3
WNT2_FZD9
NPTX2_NPTXR
GAL_GALR1
GAL_GRM7
ADAM2_ITGB7
ADAM2_CD9
ADAM2_ITGA9
ADAM28_ITGA4
INHBE_ACVR2B
DHH_PTCH1
DHH_BOC
DHH_CDON
DHH_PTCH2
NPFF_NPFFR1
NPFF_NPFFR2
FGF7_FGFR2
FGF7_FGFR3
MFGE8_PDGFRB
MFGE8_ITGB3
CGN_F11R
CGN_TGFBR2
REN_ATP6AP2
GDF7_BMPR1A
CALM2_SELL
CALM2_EGFR
CALM2_GRM7
CALM2_TRPC5
CALM2_CACNA1C
CALM2_KCNQ3
CALM2_MYLK
CALM2_PDE1A
CALM2_PDE1C
CALM2_GP6
CALM2_AQP6
CALM2_SCN10A
CALM2_AQP1
CALM2_SCN4A
NXPH2_NRXN1
UCN2_IL10RB
UCN2_CRHR2
UCN2_CRHR1
SFRP2_FZD5
IL9_IL2RG
IL9_IL9R
FGF18_FGFR3
FGF18_FGFR2
LIN7C_HTR2C
LIN7C_KCNJ4
SERPING1_SELP
SERPING1_SELE
GPHA2_EPHA6
IL18_IL18R1
IL18_IL18BP
IL18_IL18RAP
PTH_LRP6
PTH_ADRB3
PTH_GPR84
PTH_ADCYAP1R1
PTH_VIPR1
BMP3_ACVR2B
BMP3_BMPR1A
WNT3A_LGR5
WNT3A_LRP1
WNT3A_LRP6
WNT3A_FZD6
WNT3A_FZD2
WNT3A_FZD5
WNT3A_RYK
WNT3A_ATP6AP2
WNT3A_FZD3
APP_FPR2
APP_RPSA
APP_TNFRSF21
APP_AGER
APP_PTGER2
APP_APLP2
APP_LRP6
APP_SORL1
APP_LRP1
APP_NOTCH2
APP_GRM7
APP_DCC
WNT7A_LDLR
WNT7A_LRP6
WNT7A_FZD5
WNT7A_FZD10
WNT7A_FZD9
DKK2_LRP6
WIF1_RYK
CXCL13_CXCR5
CXCL13_CCR10
CXCL13_GRM7
GDF6_BMPR1A
NODAL_ACVR1B
NODAL_ACVR2B
NODAL_SMAD3
NODAL_ACVR1C
SST_SSTR2
SST_SSTR3
SST_GRM7
CALM3_AR
CALM3_SCN4A
CALM3_AQP1
CALM3_AQP6
CALM3_GP6
CALM3_SCN10A
CALM3_PDE1C
CALM3_PDE1A
CALM3_KCNQ3
CALM3_MYLK
CALM3_CACNA1C
CALM3_TRPC5
CALM3_SELL
CALM3_GRM7
CALM3_EGFR
TFF1_FCRL4
S100A1_AGER
S100A1_TRPM3
S100A1_RYR1
S100A1_TLR4
SCGB3A1_NOTCH3
SCGB3A1_MARCO
HCRT_HCRTR1
HCRT_NPFFR2
SHANK1_SSTR2
WNT1_FZD9
WNT1_FZD3
WNT1_ROR2
WNT1_RYK
WNT1_FZD5
WNT1_LRP6
NTN3_NEO1
NTN3_CDON
FGF19_KLB
FGF19_FGFR2
FGF19_FGFR3
DRAXIN_DCC
ARPC5_LDLR
TGFA_ERBB3
TGFA_ERBB2
TGFA_EGFR
TGFA_ERBB4
COL6A3_ITGA2
CXCL3_CXCR2
CXCL3_GRM7
CXCL5_GRM7
CXCL5_CXCR2
PPBP_CXCR2
PPBP_GRM7
PF4_GRM7
PF4_FGFR2
PF4_LRP1
PF4_LDLR
PF4_THBD
PF4_SDC2
PF4_PROCR
UCN_CRHR2
UCN_CRHR1
LIPH_LPAR1
LIPH_LPAR2
CAMP_EGFR
CAMP_FPR2
IL15_IL15RA
IL15_IL2RG
SCGB3A2_MARCO
IL3_CSF2RB
IL3_IL3RA
COL1A2_ITGA2B
COL1A2_ITGA2
COL1A2_CD93
COL1A2_ITGA11
COL1A2_ITGB3
COL1A2_CD36
DEFB1_CCR6
ARF6_SMAP1
JAM3_ITGB2
HSP90B1_LRP1
HSP90B1_ERBB2
HSP90B1_TLR4
HSP90B1_ASGR1
HSP90B1_TLR9
COL6A2_ITGA2
ANGPTL4_GPIHBP1
ANGPTL4_TIE1
FADD_FAS
CD14_TLR4
CD14_TLR6
CD14_RIPK1
CD14_ITGB2
CD14_ITGA4
CD14_TLR9
COL3A1_DDR2
COL3A1_DDR1
COL3A1_ITGA2
NLGN2_MDGA1
NLGN2_NRXN1
NLGN2_NRXN2
BMP1_BMPR1A
FGB_ITGA2B
FGB_TLR4
FGB_ITGAM
FGB_ITGB3
FGB_ITGB2
FGA_ITGB2
FGA_ITGAD
FGA_ITGB3
FGA_ITGAM
FGA_TLR4
FGA_ITGA2B
FGA_ITGAX
FGA_CDH5
CXCL11_GRM7
CXCL11_CCR3
CXCL11_DPP4
PRND_RPSA
NPTX1_NPTXR
CCL19_CCR10
CCL19_GRM7
CCL19_CCR7
CCL19_CCRL2
PLG_F2R
PLG_FLT1
PLG_F2RL1
PLG_ITGA9
PLG_ITGB2
PLG_ITGAM
PLG_F3
CSHL1_GHR
LPL_GPIHBP1
LPL_LRP1
LPL_SDC1
EFEMP2_PLSCR4
EFEMP2_AQP1
VEGFB_FLT1
GH1_GHR
GNAI2_C5AR1
GNAI2_LHCGR
GNAI2_CNR1
GNAI2_CXCR2
GNAI2_EGFR
GNAI2_LPAR3
GNAI2_ADORA1
GNAI2_ADRA2B
GNAI2_FPR1
GNAI2_TBXA2R
GNAI2_EDNRB
GNAI2_ADCY7
GNAI2_F2R
GNAI2_ADCY9
GNAI2_S1PR4
GNAI2_S1PR1
GNAI2_CHRM1
TLN1_ITGB3
TLN1_ITGB5
TAC1_TACR1
TAC1_TACR2
LPA_LPAR3
LPA_LPAR2
LPA_LPAR1
LPA_ITGB2
LPA_ITGAM
MMP1_ITGA2
LAMA3_ITGA3
LAMA3_SDC2
SEMA6D_KDR
SEMA6D_PLXNA1
WNT11_MUSK
WNT11_KLRG2
PSEN1_NOTCH3
PSEN1_NOTCH2
BGN_LY96
BGN_TLR4
IZUMO1_CD9
JAG2_NOTCH2
JAG2_NOTCH3
NXPH3_NRXN2
NXPH3_NRXN1
CNTN2_CNTN1
CALCA_ADRB3
CALCA_GPR84
CALCA_ADCYAP1R1
CALCA_VIPR1
CALCA_CALCR
CALCA_RAMP1
CALCA_CALCRL
SLIT3_ROBO2
SLIT3_ROBO1
GH2_GHR
FGF3_FGFR2
FGF3_FGFR3
GHRL_TBXA2R
GHRL_PTGER3
GHRL_GHRHR
GHRL_PTGIR
FGG_ITGB3
FGG_TLR4
FGG_ITGA2B
FGG_ITGB2
CXCL14_CXCR4
EDN3_KEL
EDN3_EDNRB
RTN4_TNFRSF19
RTN4_RTN4RL1
NTN4_DCC
NTN4_UNC5A
WNT7B_FZD4
WNT7B_FZD10
WNT7B_TMED5
ICAM4_RHAG
ICAM4_ITGA4
ICAM4_ITGB2
ICAM4_ITGAM
ICAM4_ITGB3
ICAM4_ITGA2B
HMGB1_TLR9
HMGB1_CD163
HMGB1_AGER
HMGB1_CXCR4
HMGB1_SDC1
HMGB1_THBD
HMGB1_TLR4
COL18A1_ITGB5
COL18A1_ITGB3
COL18A1_KDR
COL18A1_ITGA3
COL18A1_GPC4
HP_CD22
HP_ASGR2
HP_CD163
HP_TLR4
HP_ITGAM
HP_ASGR1
HP_ITGB2
RSPO1_LGR4
RSPO1_LGR5
RSPO1_LRP6
RSPO1_ZNRF3
ADAM15_ITGB3
ADAM15_ITGA9
APOA4_LDLR
APOA4_LRP1
GAD1_GRM4
NLGN3_NRXN1
NLGN3_NRXN2
CCL20_CCR6
CCL20_GRM7
PYY_GRM7
PYY_DPP4
PYY_NPY5R
PYY_NPY1R
PYY_FAP
PYY_NPY2R
F8_ASGR2
F8_LDLR
F8_LRP1
COL4A2_ITGB5
COL4A2_ITGB3
COL4A2_CD93
CCL28_GRM7
CCL28_CCR10
CCL28_CCR3
CXCL9_DPP4
CXCL9_CCR3
CXCL9_GRM7
CXCL9_FCGR2A
CNTF_CNTFR
CNTF_EGFR
THBS2_NOTCH3
THBS2_ITGA4
THBS2_CD47
THBS2_ITGB3
THBS2_CD36
LEFTY2_ACVR2B
LEFTY2_ACVR1B
C4BPA_LRP1
C4BPA_CD40
VIP_AVPR1A
VIP_ADRB3
VIP_GPR84
VIP_VIPR1
VIP_ADCYAP1R1
VIP_RAMP1
VIP_DPP4
FASLG_FAS
FASLG_TNFRSF10B
FASLG_TNFRSF1A
APOA2_LDLR
APOA2_LRP1
SEMA4A_PLXNB2
EFNA1_EPHA7
EFNA1_EPHA10
EFNA1_EPHA3
EFNA1_EPHA4
EFNA1_EPHA6
EFNA1_EPHB6
EFNA1_EPHA2
ADAM12_ITGA9
S100A8_TLR4
S100A8_CD36
S100A8_ITGB2
S100A8_AGER
NGF_KIDINS220
NGF_NTRK1
NGF_TRPV1
NGF_SORCS3
NGF_SORT1
WNT2B_FZD4
COL11A1_ITGA2
COL11A1_DDR1
ITGB3BP_ITGB3
ITGB3BP_ITGB5
ANGPTL3_ITGB3
RBP4_STRA6
COL5A1_SDC3
SFTPD_TLR4
SFTPD_SIRPA
SFTPD_LY96
MMP9_TLR9
MMP9_IFNAR1
MMP9_ITGAM
MMP9_LRP1
MMP9_EPHB2
MMP9_ITGB2
EDN2_KEL
EDN2_EDNRB
ANGPTL2_TIE1
GHRH_GHRHR
GHRH_VIPR1
GHRH_ADCYAP1R1
GHRH_ADRB3
GHRH_GPR84
TNFSF15_TNFRSF25
GDF5_ROR2
GDF5_ACVR1
GDF5_BMPR1A
GDF5_ACVR2B
EDA_EDAR
EDA_EDA2R
F10_F3
F10_ITGAM
F10_ITGB2
SYK_LAT
SYK_FCGR2A
FGF14_FGFR2
FGF14_FGFR3
HLA-C_LILRA1
HLA-C_LILRB1
HLA-C_CD3G
HLA-C_KIR3DL1
ANXA1_EGFR
ANXA1_GRM7
ANXA1_FPR1
ANXA1_FPR2
ACTR2_LDLR
NDP_FZD4
NDP_LGR4
AGRN_LRP4
AGRN_LRP1
AGRN_ATP1A3
AGRN_MUSK
INSL3_ADRB3
INSL3_GPR84
INSL3_ADCYAP1R1
INSL3_VIPR1
AVP_LDLR
AVP_VIPR1
AVP_ADCYAP1R1
AVP_GPR84
AVP_ADRB3
AVP_OXTR
AVP_AVPR1A
COL2A1_ITGA10
COL2A1_DDR1
COL2A1_ITGA2B
COL2A1_ITGA2
RLN2_ADRB3
RLN2_GPR84
RLN2_ADCYAP1R1
RLN2_VIPR1
RLN2_RXFP3
RPH3A_NRXN1
LAMA1_RPSA
LAMA1_ITGA3
LAMA1_NT5E
LAMA1_ITGA2
LAMA1_ITGA7
LAMA1_ITGB8
LAMA1_SDC2
CCL25_CCR10
CCL25_GRM7
LAMB3_ITGA2
LAMB3_CD151
LAMB3_ITGA3
LAMB3_COL17A1
IL1F10_IL1R1
CCL8_CCR3
CCL8_CCR1
COL4A6_CD93
COL4A6_ITGA2
COL4A6_CD47
CCL26_CCR1
CCL26_CCR3
