SEMA3F_PLXNA3
LAMB1_ITGB1
LAMB1_ITGB4
LAMB1_ITGA3
NAMPT_ADORA2A
NPVF_NPFFR1
NPVF_NPFFR2
SERPINE1_PLAUR
SERPINE1_LRP1
SERPINE1_LRP2
SERPINE1_ITGB5
C5_ADRA2A
C5_GRM7
C5_MTNR1A
C5_C5AR2
C5_C5AR1
TNFSF8_TNFRSF8
RLN1_RXFP2
RLN1_RXFP1
CSF3_CSF1R
CSF3_CSF3R
WNT3_RYK
WNT3_ROR2
WNT3_FZD1
WNT3_FZD7
WNT3_FZD8
WNT3_FZD5
WNT3_LRP6
CCL2_CCR4
CCL2_ACKR2
CCL2_CCR1
CCL2_CCR5
CCL2_CCR10
CCL2_CCR3
CCL2_ACKR4
CCL2_CCR2
CCL13_ACKR2
CCL13_ACKR4
CCL13_CXCR3
CCL13_CCR3
CCL13_CCR5
CCL13_CCR1
CCL13_CCR2
COL1A1_ITGB1
COL1A1_CD44
COL1A1_ITGA5
COL1A1_FLT4
COL1A1_DDR2
COL1A1_ITGA11
COL1A1_ITGA2
COL1A1_ITGA1
COL1A1_ITGAV
COL1A1_CD36
COL1A1_DDR1
EFNB3_EPHA4
EFNB3_EPHB2
EFNB3_EPHB1
EFNB3_EPHB3
EFNB3_EPHB4
EFNB3_EPHB6
VTN_ITGB5
VTN_ITGB1
VTN_ITGA8
VTN_CD47
VTN_KDR
VTN_ITGA2B
VTN_TNFRSF11B
VTN_ITGB8
VTN_ITGAV
VTN_ITGB6
VTN_ITGB3
VTN_PLAUR
VTN_ITGA5
VTN_ITGA3
IBSP_ITGB3
IBSP_ITGAV
CXCL6_CXCR1
CXCL6_CXCR2
CXCL6_MTNR1A
CXCL6_GRM7
CXCL6_ADRA2A
IL2_IL2RA
IL2_IL2RG
IL2_IL2RB
IL2_NGFR
KITLG_KIT
KITLG_EPOR
SELPLG_ESAM
SELPLG_SELP
SELPLG_ITGAM
SELPLG_ITGB2
SELPLG_SELE
IL23A_IL12RB1
IL23A_IL12RB2
IL23A_IL23R
FGF6_SDC4
FGF6_FGFR2
FGF6_FGFR1
FGF6_FGFR4
FGF6_FGFR3
IFNG_IFNGR2
IFNG_IFNGR1
HBEGF_CD44
HBEGF_ERBB2
HBEGF_EGFR
HBEGF_ERBB4
HBEGF_PRLR
IL5_CSF2RB
IL5_IL5RA
LTF_LRP1
TFPI_LRP1
TFPI_F3
TFPI_VLDLR
TFPI_SDC4
APOB_LDLR
APOB_VLDLR
APOB_CALCR
APOB_LSR
APOB_LRP8
APOB_TLR4
APOB_ITGAM
APOB_LRP6
APOB_LRP1
APOB_LRP2
APOB_ADRB2
APOB_ITGB2
PROC_THBD
PROC_ITGAM
PROC_ITGB2
PROC_PROCR
ANGPTL1_TEK
APOA1_ABCA1
APOA1_LDLR
APOA1_LRP2
APOA1_LRP1
FGF23_FGFR2
FGF23_FGFR3
FGF23_FGFR4
FGF23_FGFR1
TGFB3_TGFBR1
TGFB3_ITGB6
TGFB3_ACVRL1
TGFB3_ITGB3
TGFB3_TGFBR2
TGFB3_ENG
TGFB3_ITGB1
TGFB3_ITGB5
TGFB3_TGFBR3
IFNA7_IFNAR2
IFNA7_IFNAR1
IAPP_RAMP1
IAPP_CALCR
IAPP_ADRB2
IAPP_GPR20
IAPP_GPR84
IAPP_ADRB3
IAPP_TSHR
IAPP_PTH1R
IAPP_ADCYAP1R1
IAPP_VIPR1
IAPP_RAMP2
IAPP_RAMP3
TNFSF10_TNFRSF11B
TNFSF10_TNFRSF10B
TNFSF10_TNFRSF10C
TNFSF10_TNFRSF10D
TNFSF10_TNFRSF10A
INHBA_BAMBI
INHBA_ACVR1B
INHBA_ACVR2B
INHBA_ENG
INHBA_ACVR1
INHBA_TGFBR3
INHBA_ACVR2A
INHA_ACVR2A
INHA_TGFBR3
INHA_ACVR1
INHA_ACVR2B
IL17C_IL17RE
EREG_ERBB3
EREG_ERBB4
EREG_EGFR
EREG_ERBB2
EFNB2_EPHB3
EFNB2_EPHB1
EFNB2_EPHB2
EFNB2_EPHA4
EFNB2_EPHA6
EFNB2_EPHA3
EFNB2_EPHB6
EFNB2_EPHB4
EFNB2_GRM5
BMP4_BMPR2
BMP4_BMPR1A
BMP4_BMPR1B
PSPN_GFRA3
PSPN_RET
PSPN_GFRA2
PSPN_GFRA1
TNFSF9_TNFRSF9
TNFSF9_TRAF2
CD70_TNFRSF13B
CD70_CD27
CD70_TNFRSF17
C3_CD46
C3_ITGAX
C3_C3AR1
C3_ITGAM
C3_C5AR2
C3_LRP1
C3_GRM7
C3_MTNR1A
C3_ADRA2A
C3_ITGB2
GDF1_ACVR2B
GDF1_ACVR1B
GDF1_ACVR2A
OMG_NGFR
OMG_RTN4R
OMG_LINGO1
LIF_LIFR
LIF_IL6ST
DLL4_NOTCH3
DLL4_NOTCH2
DLL4_NOTCH4
DLL4_NOTCH1
TPH1_HTR7
TPH1_HTR1A
TPH1_HTR1F
TPH1_HTR1D
TPH1_HTR2C
TPH1_HTR1B
TPH1_HTR2B
TPH1_HTR5A
TPH1_HTR1E
TPH1_HTR4
TPH1_HTR6
TPH1_HTR2A
AANAT_MTNR1B
AANAT_MTNR1A
APOE_SORL1
APOE_SCARB1
APOE_LDLR
APOE_VLDLR
APOE_LRP8
APOE_ABCA1
APOE_LRP5
APOE_SDC2
APOE_LRP2
APOE_LRP1
BMP15_BMPR1A
BMP15_BMPR1B
BMP15_BMPR2
BMP15_ACVR2A
EPO_EPOR
EPO_EPHB4
JAG1_CD46
JAG1_NOTCH1
JAG1_NOTCH4
JAG1_NOTCH2
JAG1_NOTCH3
GRP_GRPR
GRP_NMBR
DSC1_DSG2
DSC1_DSG1
GDF11_BMPR1A
GDF11_BMPR1B
GDF11_BMPR2
GDF11_ACVR1B
GDF11_ACVR2B
GDF11_ACVR2A
IL36G_IL1RL2
IL1RN_IL1R1
IL1RN_IL1R2
IL36B_IL1RL2
CCL21_ADRA2A
CCL21_MTNR1A
CCL21_GRM7
CCL21_CXCR3
CCL21_ACKR4
CCL21_ACKR2
CCL21_CCR7
CCL27_ACKR2
CCL27_CCR10
CCL27_GRM7
CCL27_MTNR1A
CCL27_ADRA2A
THBS1_ITGA4
THBS1_ITGB1
THBS1_LRP1
THBS1_SDC1
THBS1_ITGA6
THBS1_LRP5
THBS1_ITGB3
THBS1_CD36
THBS1_SDC4
THBS1_ITGA2B
THBS1_TNFRSF11B
THBS1_CD47
THBS1_ITGA3
MSTN_ACVR2B
VWF_LRP1
VWF_ITGB3
VWF_GP1BA
VWF_ITGA2B
VWF_TNFRSF11B
VWF_SELP
CDH1_IGF1R
CDH1_KLRG1
CDH1_ITGAE
CDH1_PTPRM
CDH1_PTPRF
CDH1_CDH2
CDH1_ITGB7
CDH1_EGFR
IL17B_IL17RB
SEMA7A_PLXNC1
SEMA7A_ITGB1
SEMA7A_ITGA1
IL1A_IL1RAP
IL1A_IL1R1
IL1A_IL1R2
IL1B_IL1R2
IL1B_ADRB2
IL1B_IL1R1
IL1B_IL1RAP
IL7_IL7R
IL7_IL2RG
LAMC2_ITGB1
LAMC2_CD151
LAMC2_ITGA2
LAMC2_ITGA6
LAMC2_ITGA3
LAMC2_ITGB4
NID1_ITGA3
NID1_PTPRF
NID1_ITGB3
NID1_ITGAV
NID1_ITGB1
NMU_ADRA2A
NMU_MTNR1A
NMU_GRM7
NMU_NMUR1
NMU_NMUR2
IL21_IL21R
IL21_IL2RG
FGF2_SDC4
FGF2_SDC3
FGF2_SDC2
FGF2_SDC1
FGF2_NRP1
FGF2_FGFR3
FGF2_FGFR1
FGF2_FGFR2
FGF2_FGFR4
FGF2_CD44
FGF2_GPC4
FGF2_FGFRL1
IL11_IL11RA
IL11_IL6ST
WNT5A_LRP2
WNT5A_ADRB2
WNT5A_EPHA7
WNT5A_RYK
WNT5A_ROR2
WNT5A_FZD5
WNT5A_FZD8
WNT5A_FZD1
WNT5A_FZD7
WNT5A_LRP6
WNT5A_FZD2
WNT5A_FZD6
WNT5A_LRP5
WNT5A_LDLR
WNT5A_FZD4
WNT5A_PTK7
WNT5A_ROR1
WNT5A_PTPRK
WNT5A_FZD3
WNT5A_ANTXR1
FGF10_FGFRL1
FGF10_FGFR2
FGF10_FGFR1
ICAM1_ITGB2
ICAM1_EGFR
ICAM1_ITGAL
ICAM1_IL2RA
ICAM1_IL2RG
ICAM1_ITGAX
ICAM1_ITGAM
ICAM1_SPN
KNG1_ITGAM
KNG1_SDC2
KNG1_PLAUR
KNG1_GP1BA
KNG1_GRM7
KNG1_ADRA2A
KNG1_MTNR1A
KNG1_ITGB2
KNG1_BDKRB1
KNG1_RXFP4
KNG1_BDKRB2
TNC_SDC4
TNC_ITGA8
TNC_SDC1
TNC_ITGA7
TNC_ITGA2
TNC_ITGA5
TNC_ITGAV
TNC_ITGB6
TNC_ITGB3
TNC_ITGB1
TNC_EGFR
TNC_PTPRB
TNC_CNTN1
TNC_ITGA9
EGF_EGFR
EGF_ERBB4
EGF_NRP1
EGF_LRP2
EGF_ERBB2
EGF_ADRB2
EGF_LDLR
EGF_ERBB3
SEMA3C_NRP1
SEMA3C_NRP2
SEMA3C_PLXND1
SEMA3A_NRP2
SEMA3A_PLXNA3
SEMA3A_PLXNA1
SEMA3A_NRP1
SEMA3A_PLXNA2
SEMA3A_PLXNA4
WNT2_FZD4
WNT2_FZD2
WNT2_LRP6
WNT2_FZD1
WNT2_FZD7
WNT2_FZD8
WNT2_FZD5
WNT2_FZD3
GAL_GPR151
GAL_GALR1
GAL_GALR2
GAL_ADRA2A
GAL_MTNR1A
GAL_GRM7
ADAM2_ITGB1
ADAM2_ITGA6
ADAM2_ITGA9
SLIT1_GPC1
SLIT1_ROBO1
INHBE_ACVR2B
INHBE_ACVR2A
NPFF_NPFFR1
NPFF_NPFFR2
FGF7_NRP1
FGF7_FGFR2
FGF7_FGFR1
FGF7_FGFR4
FGF7_FGFR3
HDC_HRH1
HDC_HRH2
HDC_HRH3
HDC_HRH4
LEFTY1_ACVR2B
LEFTY1_ACVR1B
LEFTY1_ACVR2A
REN_ATP6AP2
GDF7_ACVR2A
GDF7_BMPR2
GDF7_BMPR1A
CALM2_PDE1B
CALM2_MYLK
CALM2_PDE1A
CALM2_PDE1C
CALM2_GP6
CALM2_MYLK2
FGF18_FGFR3
FGF18_FGFR1
FGF18_FGFR4
FGF18_FGFR2
RSPO2_LGR6
RSPO2_LGR4
RSPO2_LGR5
IFNA1_IFNAR2
IFNA1_IFNAR1
SERPING1_SELP
SERPING1_SELE
GPHA2_TSHR
GPHA2_EPHA6
CTF1_LIFR
CTF1_IL6ST
IL18_IL1RL2
IL18_IL18R1
IL18_IL1RAPL1
IL18_IL18RAP
TNFSF4_TNFRSF4
TNFSF4_TRAF2
BMP3_ACVR2B
BMP3_BMPR2
BMP3_BMPR1A
BMP3_BMPR1B
BMP6_BMPR1B
BMP6_BMPR1A
BMP6_BMPR2
BMP6_ACVR1
BMP6_ACVR2A
WNT3A_LRP1
WNT3A_LRP5
WNT3A_LRP6
WNT3A_FZD6
WNT3A_FZD2
WNT3A_FZD8
WNT3A_FZD7
WNT3A_FZD5
WNT3A_FZD1
WNT3A_RYK
WNT3A_ATP6AP2
WNT3A_FZD3
APP_FPR2
APP_RPSA
APP_TNFRSF21
APP_NCSTN
APP_CD74
APP_PTGER2
APP_NGFR
APP_GPC1
APP_SORL1
APP_VLDLR
APP_LRP1
APP_NOTCH2
APP_MTNR1A
APP_GRM7
WNT7A_LDLR
WNT7A_LRP6
WNT7A_FZD5
WNT7A_FZD10
DKK2_KREMEN2
DKK2_LRP6
CXCL13_OPRD1
CXCL13_CCR10
CXCL13_ACKR4
CXCL13_CXCR3
CXCL13_GRM7
CXCL13_MTNR1A
CXCL13_ADRA2A
GDF6_BMPR2
GDF6_BMPR1A
GDF6_BMPR1B
NODAL_ACVR1B
NODAL_ACVR2B
NODAL_ACVR2A
NODAL_ACVR1C
SST_SSTR4
SST_SSTR1
SST_SSTR5
SST_SSTR2
SST_SSTR3
SST_ADRA2A
SST_MTNR1A
SST_GRM7
WNT4_FZD2
WNT4_FZD6
WNT4_FZD8
WNT4_FZD1
WNT4_SMO
AGRP_MC5R
AGRP_MC3R
AGRP_SDC3
CALM3_AR
CALM3_MYLK2
CALM3_GP6
CALM3_PDE1C
CALM3_PDE1A
CALM3_MYLK
CALM3_PDE1B
CALM3_SELL
SCGB3A1_NOTCH3
SCGB3A1_MARCO
HCRT_HCRTR1
HCRT_HCRTR2
HCRT_NPFFR2
CXCL16_GRM7
CXCL16_MTNR1A
CXCL16_ADRA2A
CXCL16_CXCR6
TNFSF12_TNFRSF25
TNFSF12_TNFRSF12A
FGF11_FGFR3
FGF11_FGFR1
FGF11_FGFR4
FGF11_FGFR2
NTN3_NEO1
NTN3_CDON
FGF19_FGFR2
FGF19_FGFR4
FGF19_FGFR1
FGF19_FGFR3
VCAM1_ITGAD
VCAM1_ITGB2
VCAM1_ITGB1
VCAM1_ITGB7
VCAM1_ITGA4
VCAM1_ITGA9
INHBB_ACVR2B
INHBB_ACVR1B
INHBB_ACVR1
INHBB_ACVR1C
INHBB_ACVR2A
BMP10_ACVR2A
BMP10_ACVRL1
BMP10_BMPR2
BMP10_BMPR1B
BMP10_BMPR1A
TGFA_ERBB3
TGFA_ERBB2
TGFA_EGFR
TGFA_ERBB4
IHH_PTCH2
IHH_CDON
IHH_HHIP
IHH_PTCH1
IHH_BOC
CXCL3_CXCR1
CXCL3_CXCR2
CXCL3_GRM7
CXCL3_ADRA2A
CXCL3_MTNR1A
CXCL5_MTNR1A
CXCL5_ADRA2A
CXCL5_GRM7
CXCL5_CXCR2
CXCL5_CXCR1
PPBP_CXCR1
PPBP_CXCR2
PPBP_GRM7
PPBP_ADRA2A
PPBP_MTNR1A
PF4_MTNR1A
PF4_ADRA2A
PF4_GRM7
PF4_FGFR2
PF4_LDLR
PF4_THBD
PF4_SDC2
PF4_CXCR3
PF4_PROCR
UCN_CRHR2
UCN_CRHR1
TDGF1_ACVR2A
TDGF1_ACVR1C
TDGF1_GPC1
TDGF1_ACVR2B
TDGF1_ACVR1B
LIPH_LPAR1
LIPH_LPAR4
LIPH_LPAR2
IL15_IL15RA
IL15_IL2RB
IL15_IL2RA
IL15_IL2RG
CSF2_CSF2RA
CSF2_IL3RA
CSF2_ITGA9
CSF2_CSF2RB
CSF2_SDC2
CSF2_CSF1R
CSF2_CSF3R
CSF2_ITGB1
SHH_LRP2
SHH_SMO
SHH_PTCH1
SHH_HHIP
SHH_BOC
SHH_CDON
SHH_PTCH2
JAM3_ITGB2
JAM3_ITGB1
HSP90B1_LRP1
HSP90B1_ERBB2
HSP90B1_TLR9
PNOC_ADRA2A
PNOC_MTNR1A
PNOC_GRM7
PNOC_OPRL1
PRL_PRLR
CCL11_CXCR3
CCL11_ACKR4
CCL11_CCR3
CCL11_CCR5
CCL11_ACKR2
CCL11_CCR2
NRTN_GFRA2
NRTN_GFRA1
NRTN_RET
NRTN_GFRA3
IGF1_IGF2R
IGF1_IGF1R
IGF1_INSR
INSL5_RXFP4
INSL5_RXFP3
INSL5_GRM7
INSL5_MTNR1A
INSL5_ADRA2A
IL16_GRIN2B
IL16_KCNJ15
IL16_KCNJ10
IL16_GRIN2A
IL16_CD4
IL16_KCNJ4
IL16_GRIN2D
IL16_GRIN2C
SEMA3E_PLXND1
SEMA3E_NRP1
IL12A_IL12RB1
IL12A_IL12RB2
IL12A_CD28
NLGN2_NRXN3
NLGN2_NRXN1
NLGN2_NRXN2
CXCL10_CCR3
CXCL10_CXCR3
CXCL10_ADRA2A
CXCL10_MTNR1A
CXCL10_GRM7
BMP1_BMPR1A
BMP1_BMPR1B
BMP1_BMPR2
FGA_ITGB1
FGA_ITGB2
FGA_ITGAD
FGA_ITGA5
FGA_PLAUR
FGA_ITGB3
FGA_ITGAV
FGA_ITGAM
FGA_TLR4
FGA_ITGA2B
FGA_ITGAX
FGA_CDH5
CXCL11_ADRA2A
CXCL11_MTNR1A
CXCL11_GRM7
CXCL11_CXCR3
CXCL11_CCR3
CXCL11_ACKR3
PRND_RPSA
HAS2_HMMR
HAS2_CD44
F2_GP1BA
F2_ITGA2B
F2_THBD
F2_GP1BB
F2_F2R
F2_F2RL2
F2_F2RL1
F2_F2RL3
INHBC_ACVR2A
INHBC_ACVR1B
INHBC_ACVR2B
INHBC_ACVR1
CCL19_ACKR2
CCL19_CCR10
CCL19_CXCR3
CCL19_ACKR4
CCL19_GRM7
CCL19_MTNR1A
CCL19_ADRA2A
CCL19_CCR7
CCL19_CCRL2
PLG_F2R
PLG_F2RL1
PLG_ITGA9
PLG_ITGB1
PLG_IGF2R
PLG_PLAUR
PLG_F3
CLCF1_IL6ST
CLCF1_LIFR
CLCF1_CNTFR
CLCF1_CRLF1
CSHL1_GHR
ADAM17_IL6R
ADAM17_ITGA5
ADAM17_ITGB1
ADAM17_NOTCH1
ADAM17_ERBB4
VEGFB_NRP1
VEGFB_FLT1
FGF5_FGFR2
FGF5_FGFR3
FGF5_FGFR4
FGF5_FGFR1
LEP_LEPR
GH1_GHR
ANGPT2_TIE1
ANGPT2_TEK
CSH1_PRLR
CALR_LRP1
CALR_TSHR
CALR_MTNR1A
CALR_ITGA2B
CALR_ITGAV
CALR_ITGA3
CALR_SCARF1
TAC1_TACR3
TAC1_TACR1
TAC1_TACR2
FGF8_FGFR2
FGF8_FGFR3
FGF8_FGFR4
FGF8_FGFR1
FGF8_FGFRL1
FGF13_FGFR4
FGF13_FGFR1
FGF13_FGFR3
FGF13_FGFR2
PENK_GRM7
PENK_MTNR1A
PENK_ADRA2A
PENK_OPRM1
PENK_MRGPRX1
PENK_OGFR
PENK_OPRK1
PENK_OPRD1
SEMA6D_KDR
SEMA6D_TREM2
SEMA6D_PLXNA1
WNT11_FZD7
WNT11_MUSK
FBN1_ITGA5
FBN1_ITGB3
FBN1_ITGB6
FBN1_ITGAV
FBN1_ITGB1
PSEN1_CD44
PSEN1_NOTCH3
PSEN1_NOTCH2
PSEN1_NOTCH4
PSEN1_NOTCH1
PSEN1_NCSTN
BMP8A_BMPR2
BMP8A_BMPR1A
BMP8A_BMPR1B
CSF1_CSF1R
JAG2_NOTCH1
JAG2_NOTCH4
JAG2_NOTCH2
JAG2_NOTCH3
EFNA5_EPHA7
EFNA5_EPHA10
EFNA5_EPHA1
EFNA5_EPHA3
EFNA5_EPHA5
EFNA5_EPHA6
EFNA5_EPHA4
EFNA5_EPHB2
EFNA5_EPHB1
EFNA5_EPHB6
EFNA5_EPHA2
EFNA5_EPHA8
NXPH3_NRXN2
NXPH3_NRXN3
NXPH3_NRXN1
NPW_NPBWR2
NPW_NPBWR1
NPW_ADRA2A
NPW_MTNR1A
NPW_GRM7
CNTN2_NRCAM
CNTN2_CNTN1
CNTN2_CNTNAP2
GAST_CCKBR
CALCA_TSHR
CALCA_ADRB3
CALCA_GPR20
CALCA_ADRB2
CALCA_GPR84
CALCA_PTH1R
CALCA_ADCYAP1R1
CALCA_RAMP2
CALCA_RAMP3
CALCA_VIPR1
CALCA_CALCR
CALCA_RAMP1
CALCA_CALCRL
PMCH_MCHR2
PMCH_MCHR1
PMCH_GRM7
PMCH_MTNR1A
PMCH_ADRA2A
NPB_ADRA2A
NPB_MTNR1A
NPB_GRM7
NPB_NPBWR2
NPB_NPBWR1
GH2_GHR
BTLA_TNFRSF14
GHRL_TBXA2R
GHRL_PTGER3
GHRL_GHRHR
GHRL_GPR39
GHRL_GHSR
GHRL_PTGIR
CXCL14_CXCR4
EDN3_EDNRB
EDN3_EDNRA
RTN4_TNFRSF19
RTN4_RTN4R
RTN4_CNTNAP1
RTN4_NGFR
RTN4_LINGO1
NTN4_DCC
NTN4_UNC5A
WNT7B_LRP5
WNT7B_FZD1
WNT7B_FZD4
WNT7B_FZD10
PTN_PTPRZ1
PTN_PTPRS
PTN_PTPRB
PTN_SDC3
PTN_SDC1
PTN_ALK
ICAM4_ITGB1
ICAM4_ITGA4
ICAM4_ITGAL
ICAM4_ITGB2
ICAM4_ITGAM
ICAM4_ITGB3
ICAM4_ITGAV
ICAM4_ITGA2B
TNFSF13_TNFRSF11B
TNFSF13_TNFRSF14
TNFSF13_TNFRSF13B
TNFSF13_SDC2
TNFSF13_TNFRSF1A
TNFSF13_TNFRSF17
TNFSF13_FAS
HMGB1_TLR9
HMGB1_AGER
HMGB1_THBD
HMGB1_TLR4
HMGB1_TLR2
FN1_ITGA9
FN1_ITGA3
FN1_TNFRSF11B
FN1_ITGA8
FN1_ITGA2B
FN1_ITGA6
FN1_ITGA2
FN1_PLAUR
FN1_ITGA5
FN1_FLT4
FN1_SDC2
FN1_ITGAV
FN1_ITGB6
FN1_ITGB8
FN1_ITGB3
FN1_CD44
FN1_ITGB7
FN1_ITGA4
FN1_ITGB1
FN1_TSHR
COL18A1_ITGB5
COL18A1_ITGB1
COL18A1_ITGB3
COL18A1_ITGA5
COL18A1_KDR
COL18A1_ITGA3
COL18A1_GPC4
COL18A1_GPC1
RSPO1_LGR6
RSPO1_LGR4
RSPO1_LGR5
RSPO1_LRP6
RSPO1_FZD8
RSPO3_FZD8
RSPO3_LRP6
RSPO3_SDC4
RSPO3_LGR5
RSPO3_LGR4
RSPO3_LGR6
ADAM15_ITGB1
ADAM15_ITGB3
ADAM15_ITGAV
ADAM15_ITGA5
ADAM15_ITGA9
CALM1_GLP2R
CALM1_SCTR
CALM1_PDE1B
CALM1_CRHR1
CALM1_INSR
CALM1_MYLK
CALM1_PDE1A
CALM1_PDE1C
CALM1_GP6
CALM1_MYLK2
CALM1_PTH2R
CALM1_GRM4
CALM1_HMMR
CALM1_FAS
CALM1_OPRM1
CALM1_SELL
CALM1_CALCR
CALM1_HTR2C
CALM1_VIPR1
CALM1_ADCYAP1R1
CALM1_EGFR
GAD1_GRM4
NLGN3_NRXN3
NLGN3_NRXN1
NLGN3_NRXN2
CCL20_CCR6
CCL20_MTNR1A
CCL20_ADRA2A
CCL20_GRM7
CCL20_CXCR3
FGF17_FGFR2
FGF17_FGFR3
FGF17_FGFR4
FGF17_FGFR1
PYY_GRM7
PYY_MTNR1A
PYY_ADRA2A
PYY_NPY5R
PYY_NPY1R
PYY_NPY4R
PYY_NPY2R
F8_LDLR
F8_LRP1
LAMC3_ITGA2
LAMC3_ITGA6
LAMC3_ITGB1
LAMC3_ITGB4
LAMC3_ITGA3
CCL28_ADRA2A
CCL28_MTNR1A
CCL28_GRM7
CCL28_CCR10
CCL28_CCR3
CCL28_ACKR2
CXCL9_CCR3
CXCL9_CXCR3
CXCL9_GRM7
CXCL9_MTNR1A
CXCL9_ADRA2A
CNTF_CNTFR
CNTF_LIFR
CNTF_IL6ST
CNTF_EGFR
CNTF_IL6R
AGT_ADRA2A
AGT_MTNR1A
AGT_GRM7
AGT_LRP2
AGT_AGTR1
AGT_AGTR2
DLL1_NOTCH3
DLL1_NOTCH2
DLL1_NOTCH1
DLL1_NOTCH4
THBS2_ITGA4
THBS2_ITGB1
THBS2_CD47
THBS2_ITGA6
THBS2_CD36
LEFTY2_ACVR2B
LEFTY2_ACVR1B
LEFTY2_ACVR2A
TGFB2_TGFBR3
TGFB2_TGFBR2
TGFB2_ENG
TGFB2_ACVR1
TGFB2_TGFBR1
VIP_SCTR
VIP_AVPR1A
VIP_ADRB3
VIP_ADRB2
VIP_VIPR2
VIP_GPR84
VIP_TSHR
VIP_RAMP3
VIP_GPR20
VIP_RAMP2
VIP_VIPR1
VIP_PTH1R
VIP_ADCYAP1R1
VIP_RAMP1
CFH_ITGAM
CFH_SELL
PTGS2_PTGDR2
PTGS2_ALOX5
FASLG_TNFRSF6B
FASLG_FAS
FASLG_TNFRSF10B
FASLG_TNFRSF1A
XCL1_XCR1
EFNA1_EPHA8
EFNA1_EPHA7
EFNA1_EPHA5
EFNA1_EPHA1
EFNA1_EPHA3
EFNA1_EPHA4
EFNA1_EPHA6
EFNA1_EPHB1
EFNA1_EPHB6
EFNA1_EPHA2
EFNA3_EPHA2
EFNA3_EPHB6
EFNA3_EPHB1
EFNA3_EPHA4
EFNA3_EPHA6
EFNA3_EPHA3
EFNA3_EPHA1
EFNA3_EPHA5
EFNA3_EPHA7
EFNA3_EPHA8
ADAM12_ITGA9
ADAM12_ITGB1
ADAM12_SDC4
NGF_NGFR
NGF_NTRK1
NGF_SORCS2
NGF_TRPV1
NGF_SORCS3
NGF_SORT1
L1CAM_ERBB3
L1CAM_ITGAV
L1CAM_ITGA5
L1CAM_EGFR
L1CAM_EPHB2
L1CAM_ERBB2
L1CAM_CNTN1
CD40LG_ITGAM
CD40LG_ITGB2
CD40LG_CD40
BMP5_BMPR2
BMP5_BMPR1A
BMP5_BMPR1B
ANGPTL3_ITGB3
ANGPTL3_ITGAV
ANGPTL3_ITGA5
MMP9_ITGAM
MMP9_CD44
MMP9_LRP1
MMP9_EPHB2
MMP9_ITGB2
EDN2_EDNRB
EDN2_EDNRA
PLAU_ITGB1
PLAU_LRP2
PLAU_LRP1
PLAU_IGF2R
PLAU_ITGB5
PLAU_ITGB2
PLAU_ITGAM
PLAU_ITGAV
PLAU_PLAUR
PLAU_ITGA5
PLAU_ITGA3
BMP8B_BMPR1B
BMP8B_BMPR1A
BMP8B_BMPR2
BMP8B_PLAUR
