IGSF11,1252,786,2068,157,515,24,126,15,65,1,61,1,52,1
RNU6-34,1252,0,2068,0,515,0,126,0,65,0,61,0,52,0
LAGE3,1252,721,2068,248,515,45,126,26,65,10,61,16,52,6
CHST6,1252,1053,2068,1957,515,493,126,115,65,48,61,40,52,46
UNC13B,1252,366,2068,27,515,2,126,12,65,18,61,18,52,0
MIR550B1,1252,0,2068,2,515,0,126,0,65,0,61,0,52,0
TTLL4,1252,879,2068,192,515,38,126,31,65,11,61,21,52,5
ZNF687,1252,383,2068,233,515,32,126,18,65,7,61,12,52,5
FLJ45974,1252,146,2068,60,515,10,126,4,65,3,61,2,52,1
SDC2,1252,281,2068,18,515,5,126,29,65,1,61,40,52,0
METTL21A,1252,1216,2068,2049,515,512,126,126,65,62,61,60,52,52
COX7A2,1252,1179,2068,1087,515,207,126,94,65,42,61,42,52,21
CETN4P,1252,25,2068,8,515,1,126,0,65,0,61,1,52,0
MIR4483,1252,0,2068,0,515,0,126,0,65,0,61,0,52,0
LOC100132707,1252,294,2068,186,515,50,126,12,65,5,61,8,52,8
LAMB4,1252,12,2068,14,515,3,126,0,65,0,61,1,52,2
FAM24A,1252,2,2068,1,515,0,126,1,65,0,61,0,52,0
PDP1,1252,547,2068,286,515,60,126,51,65,17,61,25,52,8
LRRTM3,1252,6,2068,11,515,3,126,0,65,0,61,1,52,1
GPHB5,1252,0,2068,4,515,0,126,0,65,0,61,0,52,0
AHCYL2,1252,554,2068,455,515,79,126,32,65,14,61,4,52,10
OR4C13,1252,8,2068,22,515,4,126,1,65,1,61,0,52,0
IZUMO2,1252,1,2068,0,515,0,126,0,65,0,61,0,52,0
FLJ39739,1252,634,2068,1226,515,308,126,78,65,36,61,26,52,24
TRIM64C,1252,5,2068,14,515,1,126,2,65,1,61,1,52,0
HABP4,1252,208,2068,90,515,9,126,3,65,5,61,6,52,2
TMEM125,1252,0,2068,3,515,1,126,0,65,0,61,1,52,0
MIR548AU,1252,0,2068,0,515,0,126,0,65,0,61,0,52,0
CNTN2,1252,19,2068,26,515,7,126,3,65,0,61,1,52,0
MIR885,1252,0,2068,0,515,0,126,0,65,0,61,0,52,0
ASNSD1,1252,605,2068,304,515,64,126,21,65,19,61,20,52,5
FUT4,1252,259,2068,751,515,145,126,45,65,18,61,16,52,17
BAGE4,1252,233,2068,91,515,14,126,8,65,2,61,2,52,2
LINC00675,1252,3,2068,1,515,0,126,0,65,0,61,1,52,0
RP9,1252,496,2068,277,515,117,126,21,65,12,61,12,52,3
ARAP1,1252,554,2068,593,515,200,126,98,65,21,61,33,52,21
CDH8,1252,10,2068,10,515,6,126,1,65,0,61,0,52,0
AGPS,1252,569,2068,314,515,46,126,37,65,23,61,30,52,7
PP14571,1252,18,2068,12,515,3,126,2,65,2,61,0,52,0
CLEC4GP1,1252,552,2068,1467,515,340,126,83,65,32,61,26,52,35
LINC00305,1252,0,2068,5,515,0,126,0,65,0,61,0,52,0
UNG,1252,481,2068,226,515,49,126,7,65,8,61,14,52,4
LOC284344,1252,24,2068,51,515,10,126,3,65,2,61,0,52,1
GSTP1,1252,1228,2068,757,515,215,126,108,65,45,61,53,52,39
DCUN1D5,1252,756,2068,917,515,202,126,50,65,21,61,29,52,16
SLC9A3R1,1252,417,2068,990,515,78,126,25,65,8,61,15,52,28
FAM218A,1252,26,2068,19,515,7,126,1,65,0,61,1,52,0
LILRA6,1252,261,2068,830,515,172,126,110,65,23,61,18,52,15
CHMP7,1252,517,2068,648,515,260,126,27,65,10,61,23,52,10
REM2,1252,5,2068,21,515,4,126,0,65,0,61,0,52,0
MIR637,1252,2,2068,3,515,0,126,0,65,0,61,2,52,0
DNHD1,1252,355,2068,399,515,97,126,12,65,15,61,12,52,4
MIR122,1252,0,2068,0,515,0,126,0,65,0,61,0,52,0
FKBP4,1252,809,2068,286,515,54,126,28,65,16,61,19,52,3
ZNF350,1252,152,2068,165,515,41,126,21,65,5,61,6,52,5
BST1,1252,173,2068,11,515,3,126,33,65,2,61,22,52,0
KISS1R,1252,0,2068,7,515,0,126,0,65,0,61,0,52,0
NCR2,1252,0,2068,2,515,2,126,1,65,0,61,0,52,0
MIR3690,1252,24,2068,60,515,10,126,8,65,1,61,0,52,1
DEFB125,1252,2,2068,2,515,0,126,0,65,0,61,0,52,0
UBE2W,1252,862,2068,1097,515,239,126,92,65,38,61,34,52,26
OR2T29,1252,11,2068,16,515,10,126,2,65,0,61,0,52,0
SNORA78,1252,8,2068,15,515,4,126,1,65,0,61,0,52,1
KRT15,1252,6,2068,3,515,0,126,0,65,0,61,2,52,0
C10orf99,1252,3,2068,5,515,0,126,1,65,0,61,0,52,0
SCN11A,1252,674,2068,1583,515,375,126,93,65,34,61,27,52,39
GFI1,1252,4,2068,163,515,0,126,0,65,1,61,0,52,3
FHL1,1252,140,2068,72,515,10,126,1,65,21,61,41,52,1
SMC6,1252,591,2068,343,515,174,126,22,65,14,61,29,52,8
OSGEP,1252,417,2068,297,515,109,126,33,65,12,61,23,52,11
GATA1,1252,0,2068,3,515,0,126,0,65,0,61,0,52,0
TTTY14,1252,29,2068,17,515,0,126,0,65,0,61,0,52,1
LPIN3,1252,1112,2068,1937,515,475,126,119,65,43,61,47,52,47
RPL4,1252,1249,2068,2016,515,506,126,126,65,65,61,60,52,48
RBPMS,1252,245,2068,85,515,21,126,6,65,30,61,30,52,1
LOC100506172,1252,12,2068,44,515,13,126,3,65,0,61,1,52,2
PRPF3,1252,771,2068,638,515,139,126,39,65,26,61,29,52,17
EMR1,1252,12,2068,35,515,0,126,17,65,0,61,0,52,0
SPATA19,1252,0,2068,1,515,0,126,0,65,0,61,0,52,0
XCR1,1252,16,2068,53,515,17,126,4,65,2,61,0,52,2
IRX3,1252,62,2068,10,515,0,126,0,65,1,61,6,52,0
ELFN1,1252,16,2068,12,515,2,126,2,65,8,61,2,52,1
RBM6,1252,980,2068,1206,515,351,126,78,65,53,61,44,52,34
MIR4698,1252,0,2068,2,515,0,126,0,65,0,61,0,52,0
CYSTM1,1252,1051,2068,180,515,25,126,60,65,29,61,28,52,3
KLF4,1252,552,2068,46,515,25,126,61,65,35,61,25,52,1
IFITM10,1252,159,2068,29,515,0,126,16,65,2,61,8,52,2
MIR5010,1252,1,2068,0,515,2,126,1,65,0,61,0,52,0
LOC729177,1252,56,2068,22,515,4,126,1,65,3,61,0,52,0
UNC5CL,1252,80,2068,43,515,9,126,0,65,0,61,1,52,1
C16orf71,1252,35,2068,14,515,3,126,2,65,3,61,1,52,0
LOC100527964,1252,55,2068,44,515,15,126,5,65,5,61,2,52,2
LOC100128252,1252,136,2068,94,515,25,126,5,65,13,61,19,52,4
SEBOX,1252,1,2068,2,515,2,126,0,65,0,61,0,52,0
BTK,1252,18,2068,30,515,274,126,60,65,0,61,3,52,0
