C9orf152,0.005939385,0.009374533,0.002141437,0.009639722,0,0,0.003439808
RPS11,6.856038818,7.696016639,8.572659223,7.457842063,7.395176923,7.50607377,7.659107692
ELMO2,1.134718276,0.893184932,0.28831099,0.943311294,0.457568308,0.969866393,0.7317025
CREB3L1,0.002228474,0.009220102,0,0.005084286,0.046156923,1.405680328,0
PNMA1,1.318279361,0.469008946,0.131670039,0.261121587,0.562224615,1.041686885,0.185848654
MMP2,0.294922846,0.012570076,0.005097146,0.223730532,1.957109692,5.045644426,0
TMEM216,0.464111581,0.490701741,0.318132039,0.436446587,0.436292308,0.501905574,0.133507692
TRAF3IP2-AS1,0.975053174,1.569907389,1.581960233,0.924049063,1.587265692,0.96657541,1.397158269
LRRC37A5P,0.001005431,0.007836813,0,0.042912698,0,0,0.054682692
LOC653712,0.058067194,0.111527266,0.160297454,0.084194778,0.121264154,0.090756557,0.196959692
C10orf90,0.787132778,0.013692935,0.001984854,0.052859524,0.067998462,0.007668852,0
ZHX3,0.303414229,0.371440609,0.394152012,0.191607929,0.557740577,0.460482984,0.242710962
ERCC5,0.587220823,0.958611944,0.700060196,0.536428921,0.478672462,0.783865082,0.747297885
GPR98,0.030283663,0.01871901,0.008154047,0.002213063,0,0.077622262,0
RXFP3,0.012964505,0.002141721,0,0.005040159,0,0,0
CTAGE10P,0.004933682,0.010089375,0.006711883,0.002435317,0,0,0
APBB2,0.342963478,0.130591413,0.124331016,0.089287497,0.914895723,0.820695639,0.13077725
KLHL13,0.082829911,0.017935416,0.01129534,0.044207103,0.066347692,0.270563443,0.140075
KRTAP10-8,0,0.002155803,0,0.020287381,0,0.009143934,0
PDCL3,1.472705391,0.773288796,0.540468544,1.140498032,0.742843077,1.125135902,1.119911538
AEN,1.010392987,0.542961658,0.574017476,0.250133373,0.64633,0.979322623,0.270140385
FRG2,0.024629471,0.040923644,0.049296181,0.035683421,0.098597892,0.011533508,0.035152885
DECR1,1.980191046,1.285335,0.96119433,2.413470952,2.018435692,1.710477213,1.173294231
SALL1,0.004898235,0.013739763,0.00859666,0,0,0.041833607,0
GGT3P,0.010152955,0.017529217,0.003655456,0.009305079,0,0,0
CADM4,0.087735056,0.006232186,0.001551631,0.022928968,0.093434308,0,0.017007692
RPS18,8.902977636,8.624262157,9.27436699,7.585130952,8.328787692,8.559306557,8.579198077
SLC10A7,0.310831145,0.234975011,0.198442058,0.329797929,0.390369231,0.344059016,0.248165385
CFHR5,0.001284704,0.012458532,0.00253301,0.006869206,0,0,0
OR2K2,0.003058546,0.007279753,0.011324466,0,0,0,0
BRIX1,1.752696877,0.573099352,0.520728058,0.375504683,0.640389231,1.224286885,0.329751923
MIR378F,0,0,0,0,0,0,0
LMAN1,1.732670736,0.777877743,0.589002524,0.994705206,1.658608,2.035521803,0.545580769
CHD8,0.532290637,0.617600115,0.571390091,0.399014619,0.759237692,0.576905082,0.408843846
SUMO1,3.1145677,1.703314067,1.34331965,2.164740079,2.490075385,2.733657377,1.590065385
MIR941-2,0,0.001242553,0,0,0,0,0
GP1BA,0.006333458,0.020338549,0.016856777,0.020710714,0.574693846,0.565227869,0
MIR1233-2,0,0.000797921,0,0,0,0,0
BSN-AS2,0.308378691,0.8361982,0.803526783,0.593908651,0.723705092,0.465293934,0.968533077
BOLA3-AS1,0.632657622,0.622112345,0.571129355,0.358850825,0.592662615,0.572179656,0.493270154
UQCR11,3.475234265,2.350786093,1.75610866,3.016954048,2.944341538,2.840018033,2.424401923
DDB1,2.833333307,1.113669653,0.921195942,1.101551627,1.707501385,2.262977049,0.719908269
MYO9B,0.534029135,0.499330661,0.539832973,1.118593659,0.312343692,0.534121803,0.710203462
MMP7,0.007961422,0.006308588,0.00874466,0.004039206,0,0,0
MIR1976,0,0,0,0,0,0,0
CRNKL1,0.63451051,0.365162985,0.381082031,0.507247857,0.732242615,0.335829836,1.125946923
MIR618,0,0,0,0.039095238,0,0,0
XAB2,0.43972234,0.363384038,0.305769612,0.303596667,0.391334308,0.30801377,0.193571346
RTN1,0.04817357,0.004825218,0.015823689,0.49573119,0,0.043262295,0
KLHL14,0.011294249,0.019905422,0.430531883,0.036423016,0.055055385,0,0.029280769
ADAM21P1,0.009658267,0.012834265,0.016106796,0,0,0,0
TBX10,0.004638347,0.001481663,0,0,0,0,0
ZBTB12,0.020144065,0.038575464,0.022469126,0.034269048,0.003005385,0.022616557,0.012212692
UTY,0.660660493,0.990702551,0.906198359,0.498962492,0.213123846,0.131398525,0.617520577
MIR515-2,0,0,0,0,0,0,0
CENPQ,0.232523099,0.09651797,0.104087495,0.092109048,0.152069231,0.44346377,0.035384615
ZAR1L,0.001251997,0.002806151,0.006086408,0,0,0,0
DTNBP1,0.779041981,0.510072152,0.76158132,0.729325913,0.535625385,0.527548525,0.381036538
MIR3156-3,0,0,0,0,0,0,0
KBTBD8,0.035366534,0.221414896,0.843104893,0.213207143,0,0.119516393,0.153655769
ZEB1,0.14791878,0.526361544,0.340824913,0.08236804,1.337645077,1.505162951,0.396498462
ZG16,0.11030576,0.30820796,0.273636186,0.125991397,0.221932308,0.077157705,0.249887692
PRKAG2-AS1,0.138208506,0.05119192,0.089533592,0.214672222,0.058633846,0.339452459,0.080417308
FAT4,0.00846122,0.019425057,0.016059,0.002015079,1.013278308,0.50161541,0.117491923
LOC728040,0.00164278,0.012056915,0,0,0,0,0
LOC100216546,0.210798466,0.34068618,0.326706582,0.219452726,0.204822923,0.20035477,0.206958558
MIER1,0.979109605,1.207093142,0.775812913,0.773661587,1.153550308,1.423518197,1.422440385
CHD9,1.071844341,0.502953878,0.892266654,0.84661273,0.916002154,1.034424475,1.068433077
STK16,0.695575527,0.405970121,0.378082738,0.244243849,0.354677538,0.559808689,0.341673269
ARID3C,0.006311262,0.000266393,0.014412932,0,0,0,0
TOB2,1.257101825,0.580285331,0.589301204,0.42013346,0.625115231,0.955706443,0.499345192
MIR1246,0,0,0,0,0,0,0
INIP,1.338663287,1.784431711,1.673796918,1.48434119,1.191371385,1.145582295,1.660543
BANK1,0.012369289,0.051199726,4.840211126,0.202954206,0.076844769,0.339204918,0.406641923
OR2V2,0.004221933,0.003472152,0,0,0,0,0
MIR489,0,0,0,0,0,0,0
SFTA2,0,0.001658752,0.008172233,0,0,0,0
GRM2,0.003274537,0.019300706,0.019960777,0.007786667,0.059658462,0,0.110951923
PROSC,1.148488371,0.759769971,0.59341172,1.202062183,1.177805846,1.379603279,1.188233654
MIR4511,0,0,0,0,0,0,0
SPIN2B,0.480802788,0.21755382,0.180593165,0.030964921,0.409929231,0.188121639,0.460611538
PIR,3.02909875,0.058630309,0.023305437,0.251356587,0.623958462,0.529948525,0
IPO9,1.235035746,1.013387599,0.878133794,0.635699325,1.273230938,1.272603508,0.983958462
FLJ26850,0.005288307,0.012704497,0.007797184,0.005025397,0,0,0
TTTY1B,0,0,0.008817282,0,0,0,0.082155769
EVC,0.347397241,0.117052844,0.077392699,0.037318095,0.099754631,0.368852066,0.022499865
CXCL13,0.044015016,1.883035861,0.027732233,0.000460079,0,0.023431475,0
KIAA1199,0.253889622,0.039458868,0.026189621,0.001219294,1.351196154,1.045563115,0.052403077
EHHADH-AS1,0.013873383,0.048326838,0.067647561,0.040261349,0.053381538,0.017089344,0.078559038
SORL1,0.187809252,0.95104044,0.74779635,1.659848437,0.002356308,0.269831148,2.160387192
NAT10,0.976496391,0.457926237,0.563127728,0.299496079,0.366321908,0.626444918,0.412263462
CHD1,0.890925347,0.880758737,0.862528233,0.849856794,0.898348769,0.516571213,0.868668077
SYN3,0.176481901,0.009903346,0.091543282,0,0.140736923,0.00941541,0
LINC00210,0.002681797,0.00386999,0.007412427,0.008684151,0.012191385,0,0
SLC22A2,0.00634147,0.00816854,0.014345146,0,0.008308154,0,0
SERPINF1,1.526270559,0.099822815,0.132031049,1.18312754,0.102952923,5.443660328,0.17455
WDR34,1.600755471,0.159757094,0.521331379,0.18397881,0.379901538,1.432470492,0.171297308
OR7A17,0.007435942,0.017182568,0.006385437,0.014484127,0,0.02157541,0
POTED,0.006494313,0.008854038,0.019015361,0.002628016,0,0,0
EPT1,0.451811991,0.308360208,0.281991948,0.12510623,0.400814646,0.202558656,0.27501025
LHB,0.077687987,0.012055948,0.009995961,0.01057381,0,0.033945902,0
TAOK3,1.294751168,1.060438217,1.018329635,1.666174365,0.748725692,1.362602623,1.664110769
STK25,0.95762492,0.635253003,0.348759786,0.559424841,2.021768,1.15942459,0.414165385
OR10X1,0.007711118,0.008937239,0.019857864,0,0,0,0
CDC25B,0.814838371,0.592434849,0.352135977,0.214362063,0.938097538,0.685423934,0.5759125
BMP3,0.033272695,0.111747737,0.170236894,0.05392046,0.042672646,0.045771,0.017278423
TMEM180,0.320096486,0.347414231,0.31978161,0.922736373,0.525491385,0.136428443,0.337457981
MAP1LC3C,0.944932354,2.31292629,2.13761039,1.397700762,1.707615385,1.049910164,1.918135577
MIR564,0.006675399,0.006552369,0.014039029,0.01595873,0,0,0
CRYGC,0,0.006844115,0.017134951,0,0,0,0
POU3F1,0.044767009,0.02463707,0.021232796,0,0,0,0
HIGD1B,0.012306238,0.021013719,0.056001612,0,0,0,0
USP6NL,0.717197653,0.034901115,0.515493237,0.224562143,0.133274308,0.085106557,0.054683654
LINC00460,0.028452955,0.005752901,0.008624854,0,0,0,0
ABCD4,0.89796845,0.518926936,0.54086866,0.521439206,2.494704769,0.839424262,0.487605769
C11orf93,0.016187125,0.01721354,0.135974175,0,0,0.180336066,0
TEK,0.005005719,0.009937171,0.008827534,0.002727698,2.304044923,0.125386885,0.0927
SLC25A46,0.966883331,0.662099442,0.495373612,0.816814246,0.804292923,1.311605902,0.572858846
LARP7,0.953511573,0.755207674,0.755716272,0.888773413,1.099651077,1.189004918,0.719515385
CD160,0.02728024,0.235319918,0.027333592,0,0.056956923,0,2.144653846
MT1JP,0.052018059,0.017628042,0.015233243,0.050986746,0.022061538,0.045180328,0.031075
PHF20,0.882679902,0.799630728,0.976379355,0.754414198,0.679004462,0.800412639,0.86066925
CPNE4,0.001512843,0.01041808,0.004643748,0,0,0.033645902,0
HNF1A-AS1,0.674545346,1.565311413,1.472978233,0.849802198,0.896710615,0.733239508,1.325430385
GTPBP1,1.06721812,0.984917618,0.988084759,0.766339627,0.671887277,0.588913639,1.243214288
RAB33B,0.595168706,0.938468206,0.975053097,0.549061183,0.816178062,0.707185426,1.100771923
GLUD1P7,0.564106716,1.323326001,1.16931701,0.732110877,0.970999369,0.70227818,1.254195962
ALDOC,1.161771701,0.54279176,0.223837476,0.80087381,0.171503077,0.150532951,0.471885577
ZNF212,0.461594505,0.256961887,0.182544311,0.126448333,0.122281538,0.496500984,0
NUDT1,1.152080711,0.520561456,0.320143767,0.90241754,0.085372308,0.996065574,0.230926923
FAM170B-AS1,0.002759265,0.007704695,0.004665437,0,0,0,0
RFPL2,0.155820296,0.035995459,0.008550175,0.02035,0.049756923,0.023795082,0
ZNF83,0.572989005,0.60414305,0.557472942,0.59005827,1.350427846,1.084342623,0.681636731
IPW,0.198860378,0.095597214,0.083084913,0.034436746,0.058829385,0.090165082,0.209405769
MIR630,0,0.007376934,0,0,0,0,0
GDPD5,0.301072883,0.088942764,0.087336796,0.033245794,0.589853692,0.280162951,0
